REF_DATE,GEO,North American Industry Classification System,Statistics,Data type,VALUE
2017-09-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,358
2017-10-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,361
2017-11-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,359.4
2017-12-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,363
2018-01-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,357.2
2018-02-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,359.9
2018-03-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,359.9
2018-04-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,359.9
2018-05-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,360.9
2018-06-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,360.3
2018-07-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,361.3
2018-08-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,359.6
2018-09-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,361.4
2018-10-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,361.2
2018-11-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,361.1
2018-12-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,357.7
2019-01-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,359.9
2019-02-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,360.3
2019-03-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,362.4
2019-04-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,358.6
2019-05-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,362.5
2019-06-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,362.3
2019-07-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,358.5
2019-08-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,364.4
2019-09-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,363.2
2019-10-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,360.7
2019-11-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,361.1
2019-12-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,363.8
2020-01-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,366.5
2020-02-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,367.1
2020-03-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,349.8
2020-04-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,310.3
2020-05-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,327.3
2020-06-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,352.4
2020-07-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,354.2
2020-08-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,354.8
2020-09-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,355.3
2020-10-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,357.6
2020-11-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,361.5
2020-12-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,362.9
2021-01-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,366.5
2021-02-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,363.3
2021-03-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,364.4
2021-04-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,365.1
2021-05-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,365.2
2021-06-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,362.3
2021-07-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,363.4
2021-08-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,360.4
2021-09-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,365.5
2021-10-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,367.2
2021-11-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,369.9
2021-12-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,368.5
2022-01-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,363.9
2022-02-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,368.7
2022-03-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,371.7
2022-04-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,375.4
2022-05-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,373.6
2022-06-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,376.5
2022-07-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,375.9
2022-08-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,379.1
2022-09-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,381.4
2022-10-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,381.5
2022-11-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,378.8
2022-12-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,382.3
2023-01-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,382.9
2023-02-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,386.8
2023-03-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,389.1
2023-04-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,385.3
2023-05-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,386.5
2023-06-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,385.7
2023-07-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,389.8
2023-08-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,390.1
2023-09-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,388.7
2023-10-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,391.1
2023-11-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,393.2
2023-12-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,394.4
2024-01-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,395.4
2024-02-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,396
2024-03-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,394.2
2024-04-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,401.1
2024-05-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,398.5
2024-06-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,401.1
2024-07-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,400.9
2024-08-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,403.4
2024-09-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,400.2
2024-10-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,403.6
2024-11-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,400.9
2024-12-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,400.8
2025-01-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,402.8
2025-02-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,401.7
2025-03-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,402.3
2025-04-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,400.8
2025-05-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,407.9
2025-06-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,406.2
2025-07-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,407.2
2025-08-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,402.1
2025-09-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,405.8
2025-10-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,404.5
2025-11-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,409.4
2025-12-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,407.5
2026-01-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,409.6
2026-02-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,409.3
2026-03-01,New Brunswick,"Total employed, all industries",Estimate,Seasonally adjusted,411.3
2015-01-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4033.7
2015-02-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4048.8
2015-03-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4052.6
2015-04-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4052.9
2015-05-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4043.9
2015-06-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4014
2015-07-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4050.9
2015-08-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4046.4
2015-09-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4050.4
2015-10-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4039.2
2015-11-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4037.9
2015-12-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4034.3
2016-01-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4030.2
2016-02-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4035
2016-03-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4020.4
2016-04-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4032.4
2016-05-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4054.3
2016-06-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4053.8
2016-07-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4052.6
2016-08-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4081.6
2016-09-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4110.4
2016-10-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4103.9
2016-11-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4115.7
2016-12-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4115.4
2017-01-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4109.3
2017-02-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4121.1
2017-03-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4133.6
2017-04-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4139.9
2017-05-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4130.5
2017-06-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4167.6
2017-07-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4179.6
2017-08-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4187
2017-09-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4187
2017-10-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4205
2017-11-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4208.3
2017-12-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4231.2
2018-01-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4237.6
2018-02-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4227.8
2018-03-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4247.9
2018-04-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4234.7
2018-05-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4253.7
2018-06-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4249.7
2018-07-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4239.2
2018-08-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4228.7
2018-09-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4225.8
2018-10-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4245.7
2018-11-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4265.3
2018-12-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4278.5
2019-01-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4272.5
2019-02-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4282.2
2019-03-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4267.3
2019-04-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4313
2019-05-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4287.8
2019-06-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4293.4
2019-07-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4313.7
2019-08-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4329
2019-09-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4324.2
2019-10-01,Quebec,"Total employed, all industries",Estimate,Seasonally adjusted,4308.4
