REF_DATE,GEO,North American Industry Classification System,Statistics,Data type,VALUE
2021-06-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,291.8
2021-07-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,291.7
2021-08-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,290.3
2021-09-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,293.4
2021-10-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,291.6
2021-11-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,292.4
2021-12-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,292.6
2022-01-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,288.6
2022-02-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,293.4
2022-03-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,295
2022-04-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,299.5
2022-05-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,298.2
2022-06-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,300.4
2022-07-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,298.5
2022-08-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,302.7
2022-09-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,302.9
2022-10-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,306.7
2022-11-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,303.7
2022-12-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,307.3
2023-01-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,310.6
2023-02-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,310.9
2023-03-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,312.1
2023-04-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,308.5
2023-05-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,308.1
2023-06-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,308.6
2023-07-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,312.1
2023-08-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,312.5
2023-09-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,311
2023-10-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,312.4
2023-11-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,315.5
2023-12-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,315.4
2024-01-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,314.2
2024-02-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,315.2
2024-03-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,315.3
2024-04-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,319.6
2024-05-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,320
2024-06-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,322.7
2024-07-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,321.7
2024-08-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,321.7
2024-09-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,319.1
2024-10-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,320.6
2024-11-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,317.5
2024-12-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,318
2025-01-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,318.5
2025-02-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,318.3
2025-03-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,318.4
2025-04-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,317.7
2025-05-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,323.8
2025-06-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,321.5
2025-07-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,323
2025-08-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,320.3
2025-09-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,322.5
2025-10-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,322
2025-11-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,325.2
2025-12-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,323.5
2026-01-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,326.2
2026-02-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,325.5
2026-03-01,New Brunswick,Services-producing sector,Estimate,Seasonally adjusted,327
2015-01-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,58
2015-02-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,58
2015-03-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,57.9
2015-04-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,58
2015-05-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,58.9
2015-06-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,58
2015-07-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,58.7
2015-08-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,57.9
2015-09-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,59.7
2015-10-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,60.2
2015-11-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,58.7
2015-12-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,57.9
2016-01-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,58.8
2016-02-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,58
2016-03-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,57.6
2016-04-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,59.1
2016-05-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,58.7
2016-06-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,60.4
2016-07-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,60.9
2016-08-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,62.9
2016-09-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,63.6
2016-10-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,61.8
2016-11-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,61
2016-12-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,59.7
2017-01-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,60.1
2017-02-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,59.2
2017-03-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,60.1
2017-04-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,60.2
2017-05-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,59.2
2017-06-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,58.4
2017-07-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,58.6
2017-08-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,57.6
2017-09-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,57.2
2017-10-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,56.7
2017-11-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,56.8
2017-12-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,58.4
2018-01-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,56.9
2018-02-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,56.4
2018-03-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,56.9
2018-04-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,55.4
2018-05-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,53.8
2018-06-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,53
2018-07-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,53.4
2018-08-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,53.9
2018-09-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,53.9
2018-10-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,55
2018-11-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,55.2
2018-12-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,53.8
2019-01-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,53.1
2019-02-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,52.9
2019-03-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,53.1
2019-04-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,53.6
2019-05-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,54.5
2019-06-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,54
2019-07-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,52.5
2019-08-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,52.6
2019-09-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,50.9
2019-10-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,50.8
2019-11-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,51.9
2019-12-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,53.7
2020-01-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,54.6
2020-02-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,54.3
2020-03-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,53
2020-04-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,47
2020-05-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,50.9
2020-06-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,57.5
2020-07-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,56.5
2020-08-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,55.4
2020-09-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,56.5
2020-10-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,57.6
2020-11-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,55.8
2020-12-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,57.8
2021-01-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,55.5
2021-02-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,58.4
2021-03-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,58.2
2021-04-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,56.8
2021-05-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,57.7
2021-06-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,58.1
2021-07-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,58.8
2021-08-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,57.8
2021-09-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,59
2021-10-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,58
2021-11-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,57.2
2021-12-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,57.4
2022-01-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,57.3
2022-02-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,59.1
2022-03-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,58.4
2022-04-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,59.3
2022-05-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,60.8
2022-06-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,60.2
2022-07-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,60.9
2022-08-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,60.6
2022-09-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,61.1
2022-10-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,60.5
2022-11-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,60.8
2022-12-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,60
2023-01-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,59.6
2023-02-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,60
2023-03-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,59.1
2023-04-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,59.4
2023-05-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,58.9
2023-06-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,59.7
2023-07-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,59.8
2023-08-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,59.9
2023-09-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,56.2
2023-10-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,56.1
2023-11-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,56.8
2023-12-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,57
2024-01-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,56.7
2024-02-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,56.5
2024-03-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,56.7
2024-04-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,57.6
2024-05-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,56.2
2024-06-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,55
2024-07-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,55.7
2024-08-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,58.6
2024-09-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,59.5
2024-10-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,59.7
2024-11-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,58.3
2024-12-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,57.1
2025-01-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,58.4
2025-02-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,58
2025-03-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,59.7
2025-04-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,57.3
2025-05-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,57.2
2025-06-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,57.6
2025-07-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,58.8
2025-08-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,56.5
2025-09-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,58.8
2025-10-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,58.9
2025-11-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,59
2025-12-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,59.1
2026-01-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,61.7
2026-02-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,62.4
2026-03-01,New Brunswick,Wholesale and retail trade,Estimate,Seasonally adjusted,61.7
2015-01-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10.9
2015-02-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,8.7
2015-03-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9.9
2015-04-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10.4
2015-05-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,11.8
2015-06-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,12.2
2015-07-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,11.6
2015-08-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10.5
2015-09-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10.9
2015-10-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,11.6
2015-11-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10.6
2015-12-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,8.8
2016-01-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,11.3
2016-02-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9.2
2016-03-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,8.3
2016-04-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9
2016-05-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,11
2016-06-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,12.1
2016-07-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,12.1
2016-08-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,13.6
2016-09-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,12.5
2016-10-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,11.2
2016-11-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10.4
2016-12-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10.6
2017-01-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10.9
2017-02-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,11.7
2017-03-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,13.4
2017-04-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,13.2
2017-05-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,12.8
2017-06-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10.5
2017-07-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10.1
2017-08-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9.5
2017-09-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9
2017-10-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10.5
2017-11-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,11.7
2017-12-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,11.5
2018-01-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,11.9
2018-02-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9.7
2018-03-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9.4
2018-04-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,8
2018-05-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,6.3
2018-06-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,6.3
2018-07-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,7.6
2018-08-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9.1
2018-09-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,8.6
2018-10-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,6.8
2018-11-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,7.9
2018-12-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,8.3
2019-01-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,8.1
2019-02-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,8.6
2019-03-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9.1
2019-04-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9.9
2019-05-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10.2
2019-06-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9.5
2019-07-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9.9
2019-08-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,8.6
2019-09-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,8.7
2019-10-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9.3
2019-11-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10
2019-12-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9.7
2020-01-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9.3
2020-02-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9.8
2020-03-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,11.9
2020-04-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9.2
2020-05-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10
2020-06-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,8.9
2020-07-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9.8
2020-08-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9.9
2020-09-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9.9
2020-10-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9.8
2020-11-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,11.8
2020-12-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,11.2
2021-01-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10.8
2021-02-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,11
2021-03-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10.6
2021-04-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,8.3
2021-05-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9.5
2021-06-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,8.4
2021-07-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9.1
2021-08-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10.2
2021-09-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,11
2021-10-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,11.4
2021-11-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,11.7
2021-12-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,12.6
2022-01-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10.9
2022-02-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10.3
2022-03-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10.7
2022-04-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9.6
2022-05-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9.7
2022-06-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,8.4
2022-07-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,7.8
2022-08-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,8.7
2022-09-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,8.2
2022-10-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9.7
2022-11-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9.8
2022-12-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,11.3
2023-01-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,11.8
2023-02-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10.6
2023-03-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10.3
2023-04-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,11.2
2023-05-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,11.3
2023-06-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,11.1
2023-07-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,13
2023-08-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,11.3
2023-09-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10.8
2023-10-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,11.1
2023-11-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10.3
2023-12-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9.4
2024-01-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,8.8
2024-02-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10.3
2024-03-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10.3
2024-04-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9.7
2024-05-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10.1
2024-06-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10.8
2024-07-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,11.8
2024-08-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9.7
2024-09-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9.5
2024-10-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,9.4
2024-11-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,11
2024-12-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10.8
2025-01-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,11
2025-02-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,12.2
2025-03-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10.5
2025-04-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,11.1
2025-05-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,11
2025-06-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,10.6
2025-07-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,11.4
2025-08-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,12.1
2025-09-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,12.1
2025-10-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,13.4
2025-11-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,12.3
2025-12-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,13.1
2026-01-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,14.2
2026-02-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,12.2
2026-03-01,New Brunswick,Wholesale trade,Estimate,Seasonally adjusted,12.7
2015-01-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,47.1
2015-02-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,49.3
2015-03-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,48
2015-04-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,47.6
