,State,Date,value
285,New Hampshire,2015-06-01,747698.0
286,New Jersey,2015-06-01,4597878.0
287,New Mexico,2015-06-01,942102.0
288,Nevada,2015-06-01,1395265.0
289,New York,2015-06-01,9742165.0
290,Ohio,2015-06-01,5724503.0
291,Oklahoma,2015-06-01,1828173.0
292,Oregon,2015-06-01,1972552.0
293,Pennsylvania,2015-06-01,6473711.0
294,Rhode Island,2015-06-01,565447.0
295,South Carolina,2015-06-01,2242091.0
296,South Dakota,2015-06-01,449968.0
297,Tennessee,2015-06-01,3078968.0
298,Texas,2015-06-01,13012436.0
299,Utah,2015-06-01,1460409.0
300,Virginia,2015-06-01,4228911.0
301,Vermont,2015-06-01,351857.0
302,Washington,2015-06-01,3544400.0
303,Wisconsin,2015-06-01,3090401.0
304,West Virginia,2015-06-01,793510.0
305,Wyoming,2015-06-01,300779.0
306,Alaska,2015-07-01,361138.0
307,Alabama,2015-07-01,2171593.0
308,Arkansas,2015-07-01,1334168.0
309,Arizona,2015-07-01,3113926.0
310,California,2015-07-01,18839426.0
311,Colorado,2015-07-01,2816411.0
312,Connecticut,2015-07-01,1899802.0
313,District of Columbia,2015-07-01,381639.0
314,Delaware,2015-07-01,462553.0
315,Florida,2015-07-01,9594674.0
316,Georgia,2015-07-01,4732561.0
317,Hawaii,2015-07-01,682855.0
318,Iowa,2015-07-01,1701152.0
319,Idaho,2015-07-01,800658.0
320,Illinois,2015-07-01,6558362.0
321,Indiana,2015-07-01,3266590.0
322,Kansas,2015-07-01,1496837.0
323,Kentucky,2015-07-01,1975923.0
324,Louisiana,2015-07-01,2144721.0
325,Massachusetts,2015-07-01,3617532.0
326,Maryland,2015-07-01,3170232.0
327,Maine,2015-07-01,688316.0
328,Michigan,2015-07-01,4773803.0
329,Minnesota,2015-07-01,3018015.0
330,Missouri,2015-07-01,3051015.0
331,Mississippi,2015-07-01,1260747.0
332,Montana,2015-07-01,520051.0
333,North Carolina,2015-07-01,4710903.0
334,North Dakota,2015-07-01,412068.0
335,Nebraska,2015-07-01,1014675.0
336,New Hampshire,2015-07-01,746770.0
337,New Jersey,2015-07-01,4594206.0
338,New Mexico,2015-07-01,941385.0
339,Nevada,2015-07-01,1395389.0
340,New York,2015-07-01,9736639.0
341,Ohio,2015-07-01,5720710.0
342,Oklahoma,2015-07-01,1826170.0
343,Oregon,2015-07-01,1976675.0
344,Pennsylvania,2015-07-01,6477709.0
345,Rhode Island,2015-07-01,564458.0
346,South Carolina,2015-07-01,2241576.0
347,South Dakota,2015-07-01,450029.0
348,Tennessee,2015-07-01,3079697.0
349,Texas,2015-07-01,13021327.0
350,Utah,2015-07-01,1463234.0
351,Virginia,2015-07-01,4226202.0
352,Vermont,2015-07-01,351320.0
353,Washington,2015-07-01,3549209.0
354,Wisconsin,2015-07-01,3090169.0
355,West Virginia,2015-07-01,792080.0
356,Wyoming,2015-07-01,300513.0
357,Alaska,2015-08-01,360803.0
