REF_DATE,GEO,Estimate,UOM,VALUE
2019-09-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,755.46
2019-10-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,757.39
2019-11-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,756.36
2019-12-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,766.44
2020-01-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,766.01
2020-02-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,759.63
2020-03-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,757.89
2020-04-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,807.41
2020-05-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,806.27
2020-06-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,804.13
2020-07-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,794.58
2020-08-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,801.23
2020-09-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,790.62
2020-10-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,793.36
2020-11-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,788.15
2020-12-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,786.99
2021-01-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,793.25
2021-02-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,794.38
2021-03-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,778.12
2021-04-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,783.71
2021-05-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,776.29
2021-06-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,796.82
2021-07-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,786.69
2021-08-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,784.99
2021-09-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,799.94
2021-10-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,787.28
2021-11-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,794.69
2021-12-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,817.08
2022-01-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,812.41
2022-02-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,823.64
2022-03-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,843.73
2022-04-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,846.94
2022-05-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,852.45
2022-06-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,830.89
2022-07-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,842.09
2022-08-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,839.39
2022-09-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,842.24
2022-10-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,859.19
2022-11-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,861.23
2022-12-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,855.65
2023-01-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,857.56
2023-02-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,853.07
2023-03-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,861.02
2023-04-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,868.36
2023-05-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,873.76
2023-06-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,874.03
2023-07-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,881.26
2023-08-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,884.47
2023-09-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,887.04
2023-10-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,898.57
2023-11-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,889.94
2023-12-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,887.92
2024-01-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,902.73
2024-02-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,915.28
2024-03-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,908.8
2024-04-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,900.45
2024-05-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,905.01
2024-06-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,917.85
2024-07-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,924.31
2024-08-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,933.92
2024-09-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,925.9
2024-10-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,923.75
2024-11-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,933.19
2024-12-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,929.9
2025-01-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,930.07
2025-02-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,934.69
2025-03-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,912.32
2025-04-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,943.55
2025-05-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,946.76
2025-06-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,960.93
2025-07-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,959.37
2025-08-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,964.58
2025-09-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,975.94
2025-10-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,963.89
2025-11-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,981.38
2025-12-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,990.07
2026-01-01,New Brunswick,Average weekly earnings including overtime for hourly employees,Dollars,993.9
2015-01-01,Nova Scotia,Average weekly earnings including overtime for hourly employees,Dollars,646.73
2015-02-01,Nova Scotia,Average weekly earnings including overtime for hourly employees,Dollars,630.72
2015-03-01,Nova Scotia,Average weekly earnings including overtime for hourly employees,Dollars,621
2015-04-01,Nova Scotia,Average weekly earnings including overtime for hourly employees,Dollars,650.03
2015-05-01,Nova Scotia,Average weekly earnings including overtime for hourly employees,Dollars,637.5
2015-06-01,Nova Scotia,Average weekly earnings including overtime for hourly employees,Dollars,642.53
2015-07-01,Nova Scotia,Average weekly earnings including overtime for hourly employees,Dollars,641.36
2015-08-01,Nova Scotia,Average weekly earnings including overtime for hourly employees,Dollars,637.76
2015-09-01,Nova Scotia,Average weekly earnings including overtime for hourly employees,Dollars,643.28
2015-10-01,Nova Scotia,Average weekly earnings including overtime for hourly employees,Dollars,644.66
2015-11-01,Nova Scotia,Average weekly earnings including overtime for hourly employees,Dollars,647.68
2015-12-01,Nova Scotia,Average weekly earnings including overtime for hourly employees,Dollars,645.27
2016-01-01,Nova Scotia,Average weekly earnings including overtime for hourly employees,Dollars,650.61
2016-02-01,Nova Scotia,Average weekly earnings including overtime for hourly employees,Dollars,661.63
2016-03-01,Nova Scotia,Average weekly earnings including overtime for hourly employees,Dollars,675.35
2016-04-01,Nova Scotia,Average weekly earnings including overtime for hourly employees,Dollars,649.54
2016-05-01,Nova Scotia,Average weekly earnings including overtime for hourly employees,Dollars,646.17
2016-06-01,Nova Scotia,Average weekly earnings including overtime for hourly employees,Dollars,646.89
2016-07-01,Nova Scotia,Average weekly earnings including overtime for hourly employees,Dollars,644.86
2016-08-01,Nova Scotia,Average weekly earnings including overtime for hourly employees,Dollars,651.52
2016-09-01,Nova Scotia,Average weekly earnings including overtime for hourly employees,Dollars,655.59
2016-10-01,Nova Scotia,Average weekly earnings including overtime for hourly employees,Dollars,648.28
2016-11-01,Nova Scotia,Average weekly earnings including overtime for hourly employees,Dollars,651.54
2016-12-01,Nova Scotia,Average weekly earnings including overtime for hourly employees,Dollars,664.29
2017-01-01,Nova Scotia,Average weekly earnings including overtime for hourly employees,Dollars,660.43
