,variable,value
Oklahoma,2009-05-01,136.2
Oregon,2009-05-01,166.7
Pennsylvania,2009-05-01,575.5
Rhode Island,2009-05-01,41.6
South Carolina,2009-05-01,212.7
South Dakota,2009-05-01,37.7
District of Columbia,2009-05-01,1.3
Alabama,2009-05-01,247.7
Tennessee,2009-05-01,306.9
Texas,2009-05-01,845.9
Utah,2009-05-01,113.3
Virginia,2009-05-01,239.7
Vermont,2009-05-01,30.9
Washington,2009-05-01,266.6
Wisconsin,2009-05-01,438.1
West Virginia,2009-05-01,51.0
Wyoming,2009-05-01,9.1
Alaska,2009-06-01,13.0
Arkansas,2009-06-01,161.7
Arizona,2009-06-01,153.8
California,2009-06-01,1275.0
Colorado,2009-06-01,127.2
Connecticut,2009-06-01,168.0
Delaware,2009-06-01,27.7
Florida,2009-06-01,323.5
Georgia,2009-06-01,354.4
Hawaii,2009-06-01,13.8
Iowa,2009-06-01,200.8
Idaho,2009-06-01,54.8
Illinois,2009-06-01,570.6
Indiana,2009-06-01,424.7
Kansas,2009-06-01,164.2
Kentucky,2009-06-01,211.1
Louisiana,2009-06-01,141.4
Massachusetts,2009-06-01,255.0
Maryland,2009-06-01,120.9
Maine,2009-06-01,52.0
Michigan,2009-06-01,431.3
Minnesota,2009-06-01,296.2
Missouri,2009-06-01,254.8
Mississippi,2009-06-01,139.3
Montana,2009-06-01,17.5
North Carolina,2009-06-01,444.3
North Dakota,2009-06-01,23.3
Nebraska,2009-06-01,92.9
New Hampshire,2009-06-01,67.6
New Jersey,2009-06-01,261.8
New Mexico,2009-06-01,29.9
Nevada,2009-06-01,39.7
New York,2009-06-01,472.8
Ohio,2009-06-01,613.0
Oklahoma,2009-06-01,134.0
Oregon,2009-06-01,165.4
Pennsylvania,2009-06-01,568.9
Rhode Island,2009-06-01,41.5
South Carolina,2009-06-01,211.0
South Dakota,2009-06-01,37.4
District of Columbia,2009-06-01,1.3
Alabama,2009-06-01,243.2
Tennessee,2009-06-01,300.4
Texas,2009-06-01,834.2
Utah,2009-06-01,112.8
Virginia,2009-06-01,238.3
Vermont,2009-06-01,30.6
Washington,2009-06-01,264.5
Wisconsin,2009-06-01,432.0
West Virginia,2009-06-01,50.1
Wyoming,2009-06-01,8.9
Alaska,2009-07-01,13.5
Arkansas,2009-07-01,160.6
Arizona,2009-07-01,152.5
California,2009-07-01,1261.6
Colorado,2009-07-01,126.5
Connecticut,2009-07-01,166.1
Delaware,2009-07-01,27.6
Florida,2009-07-01,319.2
Georgia,2009-07-01,349.4
Hawaii,2009-07-01,13.7
Iowa,2009-07-01,197.7
Idaho,2009-07-01,54.6
Illinois,2009-07-01,565.3
Indiana,2009-07-01,427.3
Kansas,2009-07-01,161.5
Kentucky,2009-07-01,209.7
Louisiana,2009-07-01,140.6
Massachusetts,2009-07-01,253.5
Maryland,2009-07-01,119.9
Maine,2009-07-01,51.8
Michigan,2009-07-01,442.5
Minnesota,2009-07-01,294.2
Missouri,2009-07-01,253.7
Mississippi,2009-07-01,139.8
Montana,2009-07-01,17.3
North Carolina,2009-07-01,440.0
North Dakota,2009-07-01,23.2
Nebraska,2009-07-01,92.0
New Hampshire,2009-07-01,66.7
New Jersey,2009-07-01,259.3
New Mexico,2009-07-01,29.6
Nevada,2009-07-01,39.4
New York,2009-07-01,468.6
Ohio,2009-07-01,610.5
Oklahoma,2009-07-01,131.8
Oregon,2009-07-01,165.2
Pennsylvania,2009-07-01,563.6
Rhode Island,2009-07-01,41.1
South Carolina,2009-07-01,209.0
South Dakota,2009-07-01,36.5
District of Columbia,2009-07-01,1.3
Alabama,2009-07-01,243.4
Tennessee,2009-07-01,300.1
Texas,2009-07-01,824.7
Utah,2009-07-01,112.0
Virginia,2009-07-01,237.2
Vermont,2009-07-01,30.6
Washington,2009-07-01,262.5
Wisconsin,2009-07-01,427.9
West Virginia,2009-07-01,49.0
Wyoming,2009-07-01,9.0
Alaska,2009-08-01,13.1
Arkansas,2009-08-01,160.7
Arizona,2009-08-01,151.9
California,2009-08-01,1253.1
Colorado,2009-08-01,125.8
Connecticut,2009-08-01,165.3
Delaware,2009-08-01,27.4
Florida,2009-08-01,317.6
Georgia,2009-08-01,347.8
Hawaii,2009-08-01,13.8
Iowa,2009-08-01,199.5
Idaho,2009-08-01,54.5
Illinois,2009-08-01,563.7
Indiana,2009-08-01,432.9
Kansas,2009-08-01,161.8
Kentucky,2009-08-01,209.5
Louisiana,2009-08-01,140.1
Massachusetts,2009-08-01,252.1
Maryland,2009-08-01,119.6
Maine,2009-08-01,51.3
Michigan,2009-08-01,445.6
Minnesota,2009-08-01,293.4
Missouri,2009-08-01,252.2
Mississippi,2009-08-01,139.2
Montana,2009-08-01,17.3
North Carolina,2009-08-01,437.6
North Dakota,2009-08-01,23.1
Nebraska,2009-08-01,91.7
New Hampshire,2009-08-01,66.6
New Jersey,2009-08-01,257.9
New Mexico,2009-08-01,29.4
Nevada,2009-08-01,38.9
New York,2009-08-01,466.8
Ohio,2009-08-01,612.7
Oklahoma,2009-08-01,130.4
Oregon,2009-08-01,163.7
Pennsylvania,2009-08-01,561.8
Rhode Island,2009-08-01,41.0
South Carolina,2009-08-01,208.1
South Dakota,2009-08-01,36.8
District of Columbia,2009-08-01,1.3
Alabama,2009-08-01,241.7
Tennessee,2009-08-01,299.5
Texas,2009-08-01,824.1
Utah,2009-08-01,111.7
Virginia,2009-08-01,235.6
Vermont,2009-08-01,30.7
Washington,2009-08-01,262.2
Wisconsin,2009-08-01,427.1
West Virginia,2009-08-01,49.5
Wyoming,2009-08-01,8.9
Alaska,2009-09-01,12.6
Arkansas,2009-09-01,160.2
Arizona,2009-09-01,151.4
California,2009-09-01,1247.9
Colorado,2009-09-01,125.2
Connecticut,2009-09-01,165.0
Delaware,2009-09-01,27.3
Florida,2009-09-01,315.3
Georgia,2009-09-01,347.0
Hawaii,2009-09-01,13.8
Iowa,2009-09-01,199.6
Idaho,2009-09-01,54.4
Illinois,2009-09-01,561.8
Indiana,2009-09-01,434.4
Kansas,2009-09-01,160.2
Kentucky,2009-09-01,209.2
Louisiana,2009-09-01,140.0
Massachusetts,2009-09-01,251.5
Maryland,2009-09-01,119.6
Maine,2009-09-01,51.6
Michigan,2009-09-01,450.0
Minnesota,2009-09-01,292.0
Missouri,2009-09-01,250.7
Mississippi,2009-09-01,139.2
Montana,2009-09-01,17.0
North Carolina,2009-09-01,435.7
North Dakota,2009-09-01,23.1
Nebraska,2009-09-01,91.8
New Hampshire,2009-09-01,66.4
New Jersey,2009-09-01,256.9
New Mexico,2009-09-01,29.1
Nevada,2009-09-01,39.0
New York,2009-09-01,464.8
Ohio,2009-09-01,612.5
Oklahoma,2009-09-01,129.5
Oregon,2009-09-01,163.9
Pennsylvania,2009-09-01,560.5
Rhode Island,2009-09-01,40.8
South Carolina,2009-09-01,207.7
South Dakota,2009-09-01,36.6
District of Columbia,2009-09-01,1.2
Alabama,2009-09-01,240.5
Tennessee,2009-09-01,298.4
Texas,2009-09-01,821.2
Utah,2009-09-01,111.4
Virginia,2009-09-01,235.1
Vermont,2009-09-01,30.6
Washington,2009-09-01,260.3
Wisconsin,2009-09-01,429.8
West Virginia,2009-09-01,49.2
Wyoming,2009-09-01,9.0
Alaska,2009-10-01,12.4
Arkansas,2009-10-01,159.5
Arizona,2009-10-01,150.8
California,2009-10-01,1245.4
Colorado,2009-10-01,124.6
Connecticut,2009-10-01,163.9
Delaware,2009-10-01,27.4
Florida,2009-10-01,313.9
Georgia,2009-10-01,344.5
Hawaii,2009-10-01,13.7
Iowa,2009-10-01,198.0
Idaho,2009-10-01,54.2
Illinois,2009-10-01,558.7
Indiana,2009-10-01,434.6
Kansas,2009-10-01,160.2
Kentucky,2009-10-01,208.8
Louisiana,2009-10-01,138.5
Massachusetts,2009-10-01,250.7
Maryland,2009-10-01,119.6
Maine,2009-10-01,51.3
Michigan,2009-10-01,453.9
Minnesota,2009-10-01,291.3
Missouri,2009-10-01,248.8
Mississippi,2009-10-01,137.6
Montana,2009-10-01,17.1
North Carolina,2009-10-01,434.5
North Dakota,2009-10-01,23.0
Nebraska,2009-10-01,91.5
New Hampshire,2009-10-01,66.0
New Jersey,2009-10-01,256.5
New Mexico,2009-10-01,29.2
Nevada,2009-10-01,38.7
New York,2009-10-01,462.4
Ohio,2009-10-01,612.9
Oklahoma,2009-10-01,128.4
Oregon,2009-10-01,163.1
Pennsylvania,2009-10-01,559.9
Rhode Island,2009-10-01,41.0
South Carolina,2009-10-01,206.6
South Dakota,2009-10-01,36.4
District of Columbia,2009-10-01,1.2
Alabama,2009-10-01,239.6
Tennessee,2009-10-01,297.6
Texas,2009-10-01,816.0
Utah,2009-10-01,111.1
Virginia,2009-10-01,234.7
Vermont,2009-10-01,30.5
Washington,2009-10-01,259.1
Wisconsin,2009-10-01,428.1
West Virginia,2009-10-01,49.1
Wyoming,2009-10-01,8.8
Alaska,2009-11-01,12.4
Arkansas,2009-11-01,159.4
Arizona,2009-11-01,150.7
California,2009-11-01,1242.6
Colorado,2009-11-01,124.3
Connecticut,2009-11-01,163.3
Delaware,2009-11-01,27.4
Florida,2009-11-01,313.5
Georgia,2009-11-01,343.6
Hawaii,2009-11-01,13.6
Iowa,2009-11-01,198.1
Idaho,2009-11-01,54.1
Illinois,2009-11-01,557.3
Indiana,2009-11-01,436.7
Kansas,2009-11-01,159.3
Kentucky,2009-11-01,208.2
Louisiana,2009-11-01,138.0
Massachusetts,2009-11-01,250.9
Maryland,2009-11-01,119.4
Maine,2009-11-01,51.3
Michigan,2009-11-01,450.1
Minnesota,2009-11-01,290.8
Missouri,2009-11-01,247.3
Mississippi,2009-11-01,137.7
Montana,2009-11-01,17.0
North Carolina,2009-11-01,433.9
North Dakota,2009-11-01,22.8
Nebraska,2009-11-01,91.5
New Hampshire,2009-11-01,65.4
New Jersey,2009-11-01,255.8
New Mexico,2009-11-01,29.1
Nevada,2009-11-01,38.9
New York,2009-11-01,460.3
Ohio,2009-11-01,611.9
Oklahoma,2009-11-01,127.8
Oregon,2009-11-01,162.8
Pennsylvania,2009-11-01,559.7
Rhode Island,2009-11-01,40.8
South Carolina,2009-11-01,206.3
South Dakota,2009-11-01,36.3
District of Columbia,2009-11-01,1.2
Alabama,2009-11-01,238.3
Tennessee,2009-11-01,298.0
Texas,2009-11-01,812.0
Utah,2009-11-01,110.9
Virginia,2009-11-01,234.0
Vermont,2009-11-01,30.5
Washington,2009-11-01,257.9
Wisconsin,2009-11-01,427.3
West Virginia,2009-11-01,49.1
Wyoming,2009-11-01,8.7
Alaska,2009-12-01,12.4
Arkansas,2009-12-01,158.7
Arizona,2009-12-01,150.2
California,2009-12-01,1240.9
Colorado,2009-12-01,123.6
Connecticut,2009-12-01,163.0
Delaware,2009-12-01,27.1
Florida,2009-12-01,311.8
Georgia,2009-12-01,342.8
Hawaii,2009-12-01,13.5
Iowa,2009-12-01,198.2
Idaho,2009-12-01,53.8
Illinois,2009-12-01,555.3
Indiana,2009-12-01,437.9
Kansas,2009-12-01,158.0
Kentucky,2009-12-01,207.7
Louisiana,2009-12-01,137.1
Massachusetts,2009-12-01,251.0
Maryland,2009-12-01,119.2
Maine,2009-12-01,50.8
Michigan,2009-12-01,452.4
Minnesota,2009-12-01,289.6
Missouri,2009-12-01,246.2
Mississippi,2009-12-01,137.7
Montana,2009-12-01,16.9
North Carolina,2009-12-01,432.9
North Dakota,2009-12-01,22.7
Nebraska,2009-12-01,91.1
New Hampshire,2009-12-01,65.2
New Jersey,2009-12-01,255.1
New Mexico,2009-12-01,29.3
Nevada,2009-12-01,38.5
New York,2009-12-01,459.4
Ohio,2009-12-01,614.0
Oklahoma,2009-12-01,127.0
Oregon,2009-12-01,162.7
Pennsylvania,2009-12-01,558.9
Rhode Island,2009-12-01,40.7
South Carolina,2009-12-01,205.3
South Dakota,2009-12-01,36.2
District of Columbia,2009-12-01,1.2
Alabama,2009-12-01,237.4
Tennessee,2009-12-01,296.6
Texas,2009-12-01,810.3
Utah,2009-12-01,110.9
Virginia,2009-12-01,233.7
Vermont,2009-12-01,30.5
Washington,2009-12-01,257.1
Wisconsin,2009-12-01,427.1
West Virginia,2009-12-01,48.9
Wyoming,2009-12-01,8.7
Alaska,2010-01-01,13.0
Arkansas,2010-01-01,158.1
Arizona,2010-01-01,149.3
California,2010-01-01,1241.4
Colorado,2010-01-01,123.3
Connecticut,2010-01-01,162.3
Delaware,2010-01-01,27.0
Florida,2010-01-01,309.8
Georgia,2010-01-01,342.6
Hawaii,2010-01-01,13.5
Iowa,2010-01-01,198.7
Idaho,2010-01-01,53.8
Illinois,2010-01-01,555.3
Indiana,2010-01-01,438.6
Kansas,2010-01-01,158.8
Kentucky,2010-01-01,207.5
Louisiana,2010-01-01,137.6
Massachusetts,2010-01-01,250.5
Maryland,2010-01-01,119.3
Maine,2010-01-01,51.0
Michigan,2010-01-01,455.0
Minnesota,2010-01-01,289.1
Missouri,2010-01-01,245.0
Mississippi,2010-01-01,137.0
Montana,2010-01-01,16.9
North Carolina,2010-01-01,431.8
North Dakota,2010-01-01,22.3
Nebraska,2010-01-01,91.1
New Hampshire,2010-01-01,65.3
New Jersey,2010-01-01,254.8
New Mexico,2010-01-01,29.2
Nevada,2010-01-01,38.2
New York,2010-01-01,458.5
Ohio,2010-01-01,613.4
Oklahoma,2010-01-01,126.7
Oregon,2010-01-01,162.8
Pennsylvania,2010-01-01,558.1
Rhode Island,2010-01-01,40.6
South Carolina,2010-01-01,205.1
South Dakota,2010-01-01,36.2
District of Columbia,2010-01-01,1.2
Alabama,2010-01-01,236.5
Tennessee,2010-01-01,296.2
Texas,2010-01-01,812.1
Utah,2010-01-01,111.1
Virginia,2010-01-01,231.5
Vermont,2010-01-01,30.4
Washington,2010-01-01,258.2
Wisconsin,2010-01-01,426.2
West Virginia,2010-01-01,48.9
Wyoming,2010-01-01,8.7
Alaska,2010-02-01,12.7
Arkansas,2010-02-01,158.5
Arizona,2010-02-01,149.5
California,2010-02-01,1239.9
Colorado,2010-02-01,123.4
Connecticut,2010-02-01,162.1
Delaware,2010-02-01,26.1
Florida,2010-02-01,309.3
Georgia,2010-02-01,341.4
Hawaii,2010-02-01,13.4
Iowa,2010-02-01,198.8
Idaho,2010-02-01,53.7
Illinois,2010-02-01,556.2
Indiana,2010-02-01,438.2
Kansas,2010-02-01,159.0
Kentucky,2010-02-01,203.7
Louisiana,2010-02-01,137.3
Massachusetts,2010-02-01,250.1
Maryland,2010-02-01,117.1
Maine,2010-02-01,50.8
Michigan,2010-02-01,454.3
Minnesota,2010-02-01,289.2
Missouri,2010-02-01,244.7
Mississippi,2010-02-01,136.5
Montana,2010-02-01,16.7
North Carolina,2010-02-01,430.8
North Dakota,2010-02-01,22.4
Nebraska,2010-02-01,91.3
New Hampshire,2010-02-01,65.2
New Jersey,2010-02-01,254.4
New Mexico,2010-02-01,29.1
Nevada,2010-02-01,38.3
New York,2010-02-01,458.8
Ohio,2010-02-01,613.6
Oklahoma,2010-02-01,126.9
Oregon,2010-02-01,162.7
Pennsylvania,2010-02-01,558.7
Rhode Island,2010-02-01,40.4
South Carolina,2010-02-01,205.0
South Dakota,2010-02-01,36.4
District of Columbia,2010-02-01,1.2
Alabama,2010-02-01,235.6
Tennessee,2010-02-01,295.0
Texas,2010-02-01,810.5
Utah,2010-02-01,110.4
Virginia,2010-02-01,231.3
Vermont,2010-02-01,30.2
Washington,2010-02-01,256.9
Wisconsin,2010-02-01,427.6
West Virginia,2010-02-01,48.8
Wyoming,2010-02-01,8.6
Alaska,2010-03-01,12.7
Arkansas,2010-03-01,159.5
Arizona,2010-03-01,149.6
California,2010-03-01,1240.7
Colorado,2010-03-01,123.3
Connecticut,2010-03-01,162.1
Delaware,2010-03-01,26.2
Florida,2010-03-01,309.1
Georgia,2010-03-01,341.3
Hawaii,2010-03-01,13.3
Iowa,2010-03-01,199.6
Idaho,2010-03-01,53.4
Illinois,2010-03-01,556.9
Indiana,2010-03-01,439.7
Kansas,2010-03-01,158.3
Kentucky,2010-03-01,207.8
Louisiana,2010-03-01,138.3
Massachusetts,2010-03-01,250.0
Maryland,2010-03-01,117.7
Maine,2010-03-01,51.1
Michigan,2010-03-01,454.8
Minnesota,2010-03-01,289.7
Missouri,2010-03-01,244.9
Mississippi,2010-03-01,136.2
Montana,2010-03-01,16.5
North Carolina,2010-03-01,431.0
North Dakota,2010-03-01,22.2
Nebraska,2010-03-01,91.3
New Hampshire,2010-03-01,65.4
New Jersey,2010-03-01,253.5
New Mexico,2010-03-01,29.0
Nevada,2010-03-01,38.0
New York,2010-03-01,458.6
Ohio,2010-03-01,614.4
Oklahoma,2010-03-01,127.3
Oregon,2010-03-01,162.8
Pennsylvania,2010-03-01,559.7
Rhode Island,2010-03-01,40.2
South Carolina,2010-03-01,204.8
South Dakota,2010-03-01,36.4
District of Columbia,2010-03-01,1.1
Alabama,2010-03-01,235.9
Tennessee,2010-03-01,295.6
Texas,2010-03-01,812.8
Utah,2010-03-01,110.3
Virginia,2010-03-01,231.2
Vermont,2010-03-01,30.4
Washington,2010-03-01,257.2
Wisconsin,2010-03-01,429.3
West Virginia,2010-03-01,48.9
Wyoming,2010-03-01,8.8
Alaska,2010-04-01,12.8
Arkansas,2010-04-01,159.9
Arizona,2010-04-01,149.8
California,2010-04-01,1241.6
Colorado,2010-04-01,123.6
Connecticut,2010-04-01,162.2
Delaware,2010-04-01,26.3
Florida,2010-04-01,309.2
Georgia,2010-04-01,341.8
Hawaii,2010-04-01,13.2
Iowa,2010-04-01,200.6
Idaho,2010-04-01,53.6
Illinois,2010-04-01,559.7
Indiana,2010-04-01,443.7
Kansas,2010-04-01,159.2
Kentucky,2010-04-01,208.7
Louisiana,2010-04-01,138.9
Massachusetts,2010-04-01,249.9
Maryland,2010-04-01,118.1
Maine,2010-04-01,50.8
Michigan,2010-04-01,460.4
Minnesota,2010-04-01,291.3
Missouri,2010-04-01,245.3
Mississippi,2010-04-01,137.0
Montana,2010-04-01,16.4
North Carolina,2010-04-01,431.6
North Dakota,2010-04-01,22.4
Nebraska,2010-04-01,91.7
New Hampshire,2010-04-01,65.6
New Jersey,2010-04-01,254.6
New Mexico,2010-04-01,29.0
Nevada,2010-04-01,38.1
New York,2010-04-01,458.1
Ohio,2010-04-01,617.8
Oklahoma,2010-04-01,127.9
Oregon,2010-04-01,163.0
Pennsylvania,2010-04-01,561.3
Rhode Island,2010-04-01,39.9
South Carolina,2010-04-01,205.7
South Dakota,2010-04-01,36.6
District of Columbia,2010-04-01,1.1
Alabama,2010-04-01,236.9
Tennessee,2010-04-01,297.3
Texas,2010-04-01,810.9
Utah,2010-04-01,111.3
Virginia,2010-04-01,231.2
Vermont,2010-04-01,30.5
Washington,2010-04-01,257.9
Wisconsin,2010-04-01,430.4
West Virginia,2010-04-01,49.1
Wyoming,2010-04-01,8.6
Alaska,2010-05-01,12.7
Arkansas,2010-05-01,160.4
Arizona,2010-05-01,149.8
California,2010-05-01,1240.3
Colorado,2010-05-01,123.9
Connecticut,2010-05-01,162.6
Delaware,2010-05-01,26.0
Florida,2010-05-01,310.2
Georgia,2010-05-01,343.1
Hawaii,2010-05-01,13.2
Iowa,2010-05-01,199.9
Idaho,2010-05-01,53.5
Illinois,2010-05-01,561.5
Indiana,2010-05-01,446.0
Kansas,2010-05-01,159.5
Kentucky,2010-05-01,209.5
Louisiana,2010-05-01,138.8
Massachusetts,2010-05-01,250.5
Maryland,2010-05-01,117.9
Maine,2010-05-01,50.8
Michigan,2010-05-01,462.8
Minnesota,2010-05-01,292.3
Missouri,2010-05-01,245.4
Mississippi,2010-05-01,137.0
Montana,2010-05-01,16.4
North Carolina,2010-05-01,432.0
North Dakota,2010-05-01,22.4
Nebraska,2010-05-01,91.8
New Hampshire,2010-05-01,65.8
New Jersey,2010-05-01,254.6
New Mexico,2010-05-01,29.3
Nevada,2010-05-01,38.1
New York,2010-05-01,457.8
Ohio,2010-05-01,621.2
Oklahoma,2010-05-01,128.5
Oregon,2010-05-01,163.4
Pennsylvania,2010-05-01,561.7
Rhode Island,2010-05-01,40.2
South Carolina,2010-05-01,206.2
South Dakota,2010-05-01,36.7
District of Columbia,2010-05-01,1.1
Alabama,2010-05-01,236.9
Tennessee,2010-05-01,297.9
Texas,2010-05-01,812.5
Utah,2010-05-01,111.3
Virginia,2010-05-01,232.2
Vermont,2010-05-01,30.5
Washington,2010-05-01,258.0
Wisconsin,2010-05-01,432.0
West Virginia,2010-05-01,49.2
Wyoming,2010-05-01,8.6
Alaska,2010-06-01,12.6
Arkansas,2010-06-01,162.1
Arizona,2010-06-01,149.4
California,2010-06-01,1239.5
Colorado,2010-06-01,124.3
Connecticut,2010-06-01,162.6
Delaware,2010-06-01,26.0
Florida,2010-06-01,310.4
Georgia,2010-06-01,343.2
Hawaii,2010-06-01,13.0
Iowa,2010-06-01,199.6
Idaho,2010-06-01,53.6
Illinois,2010-06-01,561.7
Indiana,2010-06-01,445.2
Kansas,2010-06-01,159.5
Kentucky,2010-06-01,209.6
Louisiana,2010-06-01,138.2
Massachusetts,2010-06-01,250.0
Maryland,2010-06-01,117.6
Maine,2010-06-01,50.6
Michigan,2010-06-01,465.5
Minnesota,2010-06-01,292.7
Missouri,2010-06-01,245.6
Mississippi,2010-06-01,136.4
Montana,2010-06-01,16.4
North Carolina,2010-06-01,432.5
North Dakota,2010-06-01,22.4
Nebraska,2010-06-01,91.8
New Hampshire,2010-06-01,65.9
New Jersey,2010-06-01,254.3
New Mexico,2010-06-01,29.1
Nevada,2010-06-01,38.1
New York,2010-06-01,456.8
Ohio,2010-06-01,620.6
Oklahoma,2010-06-01,128.8
Oregon,2010-06-01,163.6
Pennsylvania,2010-06-01,562.1
Rhode Island,2010-06-01,40.3
South Carolina,2010-06-01,206.3
South Dakota,2010-06-01,36.8
District of Columbia,2010-06-01,1.1
Alabama,2010-06-01,236.2
Tennessee,2010-06-01,297.8
Texas,2010-06-01,812.9
Utah,2010-06-01,111.4
Virginia,2010-06-01,230.9
Vermont,2010-06-01,30.8
Washington,2010-06-01,258.1
Wisconsin,2010-06-01,432.9
West Virginia,2010-06-01,49.3
Wyoming,2010-06-01,8.6
Alaska,2010-07-01,13.1
Arkansas,2010-07-01,161.2
Arizona,2010-07-01,149.3
California,2010-07-01,1239.7
Colorado,2010-07-01,124.2
Connecticut,2010-07-01,163.2
Delaware,2010-07-01,26.1
Florida,2010-07-01,310.9
Georgia,2010-07-01,343.8
Hawaii,2010-07-01,13.0
Iowa,2010-07-01,200.1
Idaho,2010-07-01,53.7
Illinois,2010-07-01,563.2
Indiana,2010-07-01,449.4
Kansas,2010-07-01,159.4
Kentucky,2010-07-01,207.6
Louisiana,2010-07-01,137.5
Massachusetts,2010-07-01,250.7
Maryland,2010-07-01,117.1
Maine,2010-07-01,50.4
Michigan,2010-07-01,475.2
Minnesota,2010-07-01,294.0
Missouri,2010-07-01,244.8
Mississippi,2010-07-01,136.7
Montana,2010-07-01,16.6
North Carolina,2010-07-01,434.0
North Dakota,2010-07-01,22.4
Nebraska,2010-07-01,92.0
New Hampshire,2010-07-01,66.0
New Jersey,2010-07-01,254.3
New Mexico,2010-07-01,28.9
Nevada,2010-07-01,37.9
New York,2010-07-01,456.3
Ohio,2010-07-01,624.5
Oklahoma,2010-07-01,129.3
Oregon,2010-07-01,163.6
Pennsylvania,2010-07-01,561.9
Rhode Island,2010-07-01,40.3
South Carolina,2010-07-01,206.8
South Dakota,2010-07-01,37.1
District of Columbia,2010-07-01,1.1
Alabama,2010-07-01,237.0
Tennessee,2010-07-01,297.0
Texas,2010-07-01,814.4
Utah,2010-07-01,111.6
Virginia,2010-07-01,230.5
Vermont,2010-07-01,30.8
Washington,2010-07-01,257.9
Wisconsin,2010-07-01,434.4
West Virginia,2010-07-01,49.4
Wyoming,2010-07-01,8.7
Alaska,2010-08-01,12.8
Arkansas,2010-08-01,161.2
Arizona,2010-08-01,149.1
California,2010-08-01,1240.0
Colorado,2010-08-01,124.4
Connecticut,2010-08-01,163.1
Delaware,2010-08-01,26.0
Florida,2010-08-01,310.4
Georgia,2010-08-01,344.1
Hawaii,2010-08-01,13.1
Iowa,2010-08-01,201.3
Idaho,2010-08-01,54.3
Illinois,2010-08-01,564.4
Indiana,2010-08-01,450.7
Kansas,2010-08-01,159.7
Kentucky,2010-08-01,210.3
Louisiana,2010-08-01,137.7
Massachusetts,2010-08-01,250.5
Maryland,2010-08-01,116.6
Maine,2010-08-01,50.6
Michigan,2010-08-01,461.5
Minnesota,2010-08-01,293.9
Missouri,2010-08-01,247.5
Mississippi,2010-08-01,135.9
Montana,2010-08-01,16.6
North Carolina,2010-08-01,433.4
North Dakota,2010-08-01,22.5
Nebraska,2010-08-01,91.8
New Hampshire,2010-08-01,65.9
New Jersey,2010-08-01,253.8
New Mexico,2010-08-01,29.1
Nevada,2010-08-01,37.8
New York,2010-08-01,456.1
Ohio,2010-08-01,623.8
Oklahoma,2010-08-01,129.5
Oregon,2010-08-01,163.8
Pennsylvania,2010-08-01,561.8
Rhode Island,2010-08-01,40.4
South Carolina,2010-08-01,207.2
South Dakota,2010-08-01,37.2
District of Columbia,2010-08-01,1.0
Alabama,2010-08-01,236.7
Tennessee,2010-08-01,297.2
Texas,2010-08-01,816.5
Utah,2010-08-01,111.7
Virginia,2010-08-01,229.8
Vermont,2010-08-01,30.7
Washington,2010-08-01,258.0
Wisconsin,2010-08-01,435.3
West Virginia,2010-08-01,49.5
Wyoming,2010-08-01,8.8
Alaska,2010-09-01,12.9
Arkansas,2010-09-01,160.5
Arizona,2010-09-01,149.0
California,2010-09-01,1237.6
Colorado,2010-09-01,124.5
Connecticut,2010-09-01,163.4
Delaware,2010-09-01,26.0
Florida,2010-09-01,310.2
Georgia,2010-09-01,344.5
Hawaii,2010-09-01,13.2
Iowa,2010-09-01,201.7
Idaho,2010-09-01,54.1
Illinois,2010-09-01,565.1
Indiana,2010-09-01,451.1
Kansas,2010-09-01,159.7
Kentucky,2010-09-01,211.3
Louisiana,2010-09-01,137.4
Massachusetts,2010-09-01,250.2
Maryland,2010-09-01,116.2
Maine,2010-09-01,50.6
Michigan,2010-09-01,472.5
Minnesota,2010-09-01,295.0
Missouri,2010-09-01,247.7
Mississippi,2010-09-01,135.2
Montana,2010-09-01,16.5
North Carolina,2010-09-01,433.7
North Dakota,2010-09-01,22.8
Nebraska,2010-09-01,92.0
New Hampshire,2010-09-01,65.9
New Jersey,2010-09-01,253.6
New Mexico,2010-09-01,29.2
Nevada,2010-09-01,37.7
New York,2010-09-01,456.2
Ohio,2010-09-01,625.3
Oklahoma,2010-09-01,129.6
Oregon,2010-09-01,164.8
Pennsylvania,2010-09-01,562.1
Rhode Island,2010-09-01,40.5
South Carolina,2010-09-01,207.3
South Dakota,2010-09-01,37.2
District of Columbia,2010-09-01,1.1
Alabama,2010-09-01,236.6
Tennessee,2010-09-01,297.2
Texas,2010-09-01,817.0
Utah,2010-09-01,111.9
Virginia,2010-09-01,230.0
Vermont,2010-09-01,30.7
Washington,2010-09-01,258.6
Wisconsin,2010-09-01,436.3
West Virginia,2010-09-01,49.4
Wyoming,2010-09-01,8.9
Alaska,2010-10-01,12.3
Arkansas,2010-10-01,160.5
Arizona,2010-10-01,149.4
California,2010-10-01,1242.0
Colorado,2010-10-01,124.8
Connecticut,2010-10-01,163.4
Delaware,2010-10-01,25.7
Florida,2010-10-01,309.9
Georgia,2010-10-01,345.2
Hawaii,2010-10-01,13.3
Iowa,2010-10-01,202.1
Idaho,2010-10-01,54.7
Illinois,2010-10-01,566.9
Indiana,2010-10-01,452.8
Kansas,2010-10-01,159.5
Kentucky,2010-10-01,211.9
Louisiana,2010-10-01,137.6
Massachusetts,2010-10-01,250.7
