,variable,value
Connecticut,2020-10-01,1833002.0
District of Columbia,2020-10-01,379889.0
Delaware,2020-10-01,484594.0
Florida,2020-10-01,10035807.0
Georgia,2020-10-01,5196008.0
Hawaii,2020-10-01,643350.0
Iowa,2020-10-01,1641742.0
Idaho,2020-10-01,908485.0
Illinois,2020-10-01,6269218.0
Indiana,2020-10-01,3347475.0
Kansas,2020-10-01,1507319.0
Kentucky,2020-10-01,1996073.0
Louisiana,2020-10-01,2051790.0
Massachusetts,2020-10-01,3751342.0
Maryland,2020-10-01,3186354.0
Maine,2020-10-01,665217.0
Michigan,2020-10-01,4827190.0
Minnesota,2020-10-01,3131796.0
Missouri,2020-10-01,3043738.0
Mississippi,2020-10-01,1254061.0
Montana,2020-10-01,544035.0
North Carolina,2020-10-01,4841029.0
North Dakota,2020-10-01,409345.0
Nebraska,2020-10-01,1040181.0
New Hampshire,2020-10-01,758439.0
New Jersey,2020-10-01,4552900.0
New Mexico,2020-10-01,931255.0
Nevada,2020-10-01,1506544.0
New York,2020-10-01,9485291.0
Ohio,2020-10-01,5722806.0
Oklahoma,2020-10-01,1853406.0
Oregon,2020-10-01,2130210.0
Pennsylvania,2020-10-01,6512518.0
Rhode Island,2020-10-01,565011.0
South Carolina,2020-10-01,2359161.0
South Dakota,2020-10-01,465928.0
Tennessee,2020-10-01,3317329.0
Texas,2020-10-01,14074423.0
Utah,2020-10-01,1660656.0
Virginia,2020-10-01,4311352.0
Vermont,2020-10-01,330863.0
Washington,2020-10-01,3852136.0
Wisconsin,2020-10-01,3110418.0
West Virginia,2020-10-01,772320.0
Wyoming,2020-10-01,292832.0
Alaska,2020-11-01,344857.0
Alabama,2020-11-01,2266541.0
Arkansas,2020-11-01,1330332.0
Arizona,2020-11-01,3503661.0
California,2020-11-01,18645846.0
Colorado,2020-11-01,3090232.0
Connecticut,2020-11-01,1824599.0
District of Columbia,2020-11-01,378702.0
Delaware,2020-11-01,487625.0
Florida,2020-11-01,10059672.0
Georgia,2020-11-01,5186243.0
Hawaii,2020-11-01,654968.0
Iowa,2020-11-01,1648907.0
Idaho,2020-11-01,911332.0
Illinois,2020-11-01,6277798.0
Indiana,2020-11-01,3352631.0
Kansas,2020-11-01,1507506.0
Kentucky,2020-11-01,1999542.0
Louisiana,2020-11-01,2053144.0
Massachusetts,2020-11-01,3747109.0
Maryland,2020-11-01,3183549.0
Maine,2020-11-01,670431.0
Michigan,2020-11-01,4805259.0
Minnesota,2020-11-01,3108516.0
Missouri,2020-11-01,3037942.0
Mississippi,2020-11-01,1256992.0
Montana,2020-11-01,543842.0
North Carolina,2020-11-01,4852892.0
North Dakota,2020-11-01,408591.0
Nebraska,2020-11-01,1039673.0
New Hampshire,2020-11-01,757804.0
New Jersey,2020-11-01,4591781.0
New Mexico,2020-11-01,933270.0
Nevada,2020-11-01,1507611.0
New York,2020-11-01,9505123.0
Ohio,2020-11-01,5729613.0
Oklahoma,2020-11-01,1856097.0
Oregon,2020-11-01,2133469.0
Pennsylvania,2020-11-01,6506621.0
Rhode Island,2020-11-01,568673.0
South Carolina,2020-11-01,2361097.0
South Dakota,2020-11-01,466415.0
Tennessee,2020-11-01,3324647.0
Texas,2020-11-01,14116639.0
Utah,2020-11-01,1664110.0
Virginia,2020-11-01,4303410.0
Vermont,2020-11-01,330924.0
Washington,2020-11-01,3851200.0
Wisconsin,2020-11-01,3114064.0
West Virginia,2020-11-01,772124.0
Wyoming,2020-11-01,292321.0
Alaska,2020-12-01,346296.0
Alabama,2020-12-01,2257916.0
Arkansas,2020-12-01,1329230.0
Arizona,2020-12-01,3508888.0
California,2020-12-01,18707388.0
Colorado,2020-12-01,3103640.0
Connecticut,2020-12-01,1819771.0
District of Columbia,2020-12-01,377139.0
Delaware,2020-12-01,489830.0
Florida,2020-12-01,10092467.0
Georgia,2020-12-01,5177787.0
Hawaii,2020-12-01,665803.0
Iowa,2020-12-01,1654872.0
Idaho,2020-12-01,914166.0
Illinois,2020-12-01,6287051.0
Indiana,2020-12-01,3352059.0
Kansas,2020-12-01,1506105.0
Kentucky,2020-12-01,2001059.0
Louisiana,2020-12-01,2053751.0
Massachusetts,2020-12-01,3741382.0
Maryland,2020-12-01,3182892.0
Maine,2020-12-01,676110.0
Michigan,2020-12-01,4718476.0
Minnesota,2020-12-01,3086270.0
Missouri,2020-12-01,3034882.0
Mississippi,2020-12-01,1258110.0
Montana,2020-12-01,543566.0
North Carolina,2020-12-01,4865981.0
North Dakota,2020-12-01,407910.0
Nebraska,2020-12-01,1039419.0
New Hampshire,2020-12-01,756815.0
New Jersey,2020-12-01,4616267.0
New Mexico,2020-12-01,934977.0
Nevada,2020-12-01,1508616.0
New York,2020-12-01,9513387.0
Ohio,2020-12-01,5731408.0
Oklahoma,2020-12-01,1856855.0
Oregon,2020-12-01,2137370.0
Pennsylvania,2020-12-01,6492960.0
Rhode Island,2020-12-01,570803.0
South Carolina,2020-12-01,2360982.0
South Dakota,2020-12-01,466744.0
Tennessee,2020-12-01,3324856.0
Texas,2020-12-01,14146644.0
Utah,2020-12-01,1666498.0
Virginia,2020-12-01,4298543.0
Vermont,2020-12-01,331368.0
Washington,2020-12-01,3853271.0
Wisconsin,2020-12-01,3115844.0
West Virginia,2020-12-01,772058.0
Wyoming,2020-12-01,291741.0
Alaska,2021-01-01,346800.0
Alabama,2021-01-01,2254758.0
Arkansas,2021-01-01,1328918.0
Arizona,2021-01-01,3497439.0
California,2021-01-01,18763665.0
Colorado,2021-01-01,3104044.0
Connecticut,2021-01-01,1813308.0
District of Columbia,2021-01-01,377955.0
Delaware,2021-01-01,493127.0
Florida,2021-01-01,10105097.0
Georgia,2021-01-01,5189120.0
Hawaii,2021-01-01,673312.0
Iowa,2021-01-01,1655861.0
Idaho,2021-01-01,912959.0
Illinois,2021-01-01,6312351.0
Indiana,2021-01-01,3352456.0
Kansas,2021-01-01,1504372.0
Kentucky,2021-01-01,2003999.0
Louisiana,2021-01-01,2057542.0
Massachusetts,2021-01-01,3732439.0
Maryland,2021-01-01,3183214.0
Maine,2021-01-01,682002.0
Michigan,2021-01-01,4772367.0
Minnesota,2021-01-01,3071240.0
Missouri,2021-01-01,3035817.0
Mississippi,2021-01-01,1261573.0
Montana,2021-01-01,542440.0
North Carolina,2021-01-01,4873184.0
North Dakota,2021-01-01,407494.0
Nebraska,2021-01-01,1041758.0
New Hampshire,2021-01-01,755556.0
New Jersey,2021-01-01,4652771.0
New Mexico,2021-01-01,931915.0
Nevada,2021-01-01,1503398.0
New York,2021-01-01,9564884.0
Ohio,2021-01-01,5737522.0
Oklahoma,2021-01-01,1862363.0
Oregon,2021-01-01,2135608.0
Pennsylvania,2021-01-01,6491480.0
Rhode Island,2021-01-01,572702.0
South Carolina,2021-01-01,2361738.0
South Dakota,2021-01-01,466000.0
Tennessee,2021-01-01,3332130.0
Texas,2021-01-01,14197617.0
Utah,2021-01-01,1669577.0
Virginia,2021-01-01,4299365.0
Vermont,2021-01-01,331327.0
Washington,2021-01-01,3860829.0
Wisconsin,2021-01-01,3106354.0
West Virginia,2021-01-01,773631.0
Wyoming,2021-01-01,289924.0
Alaska,2021-02-01,347748.0
Alabama,2021-02-01,2250796.0
Arkansas,2021-02-01,1328912.0
Arizona,2021-02-01,3502838.0
California,2021-02-01,18803302.0
Colorado,2021-02-01,3113725.0
Connecticut,2021-02-01,1810438.0
District of Columbia,2021-02-01,376629.0
Delaware,2021-02-01,494603.0
Florida,2021-02-01,10128243.0
Georgia,2021-02-01,5183984.0
Hawaii,2021-02-01,678431.0
Iowa,2021-02-01,1660122.0
Idaho,2021-02-01,915043.0
Illinois,2021-02-01,6319025.0
Indiana,2021-02-01,3348384.0
Kansas,2021-02-01,1502973.0
Kentucky,2021-02-01,2006284.0
Louisiana,2021-02-01,2057436.0
Massachusetts,2021-02-01,3728472.0
Maryland,2021-02-01,3175990.0
Maine,2021-02-01,685895.0
Michigan,2021-02-01,4757958.0
Minnesota,2021-02-01,3055700.0
Missouri,2021-02-01,3035720.0
Mississippi,2021-02-01,1261262.0
Montana,2021-02-01,542687.0
North Carolina,2021-02-01,4873283.0
North Dakota,2021-02-01,407360.0
Nebraska,2021-02-01,1042254.0
New Hampshire,2021-02-01,754645.0
New Jersey,2021-02-01,4661369.0
New Mexico,2021-02-01,932772.0
Nevada,2021-02-01,1502587.0
New York,2021-02-01,9567436.0
Ohio,2021-02-01,5734668.0
Oklahoma,2021-02-01,1862689.0
Oregon,2021-02-01,2137529.0
Pennsylvania,2021-02-01,6475772.0
Rhode Island,2021-02-01,573659.0
South Carolina,2021-02-01,2361276.0
South Dakota,2021-02-01,466536.0
Tennessee,2021-02-01,3325920.0
Texas,2021-02-01,14215983.0
Utah,2021-02-01,1671868.0
Virginia,2021-02-01,4298762.0
Vermont,2021-02-01,332053.0
Washington,2021-02-01,3863282.0
Wisconsin,2021-02-01,3106137.0
West Virginia,2021-02-01,772789.0
Wyoming,2021-02-01,289472.0
Alaska,2021-03-01,348755.0
Alabama,2021-03-01,2249183.0
Arkansas,2021-03-01,1329997.0
Arizona,2021-03-01,3507832.0
California,2021-03-01,18871089.0
Colorado,2021-03-01,3121205.0
Connecticut,2021-03-01,1808904.0
District of Columbia,2021-03-01,376956.0
Delaware,2021-03-01,496123.0
Florida,2021-03-01,10168684.0
Georgia,2021-03-01,5184856.0
Hawaii,2021-03-01,679258.0
Iowa,2021-03-01,1665807.0
Idaho,2021-03-01,916954.0
Illinois,2021-03-01,6331308.0
Indiana,2021-03-01,3347419.0
Kansas,2021-03-01,1503063.0
Kentucky,2021-03-01,2010171.0
Louisiana,2021-03-01,2059407.0
Massachusetts,2021-03-01,3730088.0
Maryland,2021-03-01,3175455.0
Maine,2021-03-01,688862.0
Michigan,2021-03-01,4752272.0
Minnesota,2021-03-01,3047382.0
Missouri,2021-03-01,3037230.0
Mississippi,2021-03-01,1262028.0
Montana,2021-03-01,543399.0
North Carolina,2021-03-01,4877348.0
North Dakota,2021-03-01,407557.0
Nebraska,2021-03-01,1043184.0
New Hampshire,2021-03-01,754290.0
New Jersey,2021-03-01,4668964.0
New Mexico,2021-03-01,933552.0
Nevada,2021-03-01,1501449.0
New York,2021-03-01,9572842.0
Ohio,2021-03-01,5737031.0
Oklahoma,2021-03-01,1864425.0
Oregon,2021-03-01,2141052.0
Pennsylvania,2021-03-01,6464392.0
Rhode Island,2021-03-01,574588.0
South Carolina,2021-03-01,2363497.0
South Dakota,2021-03-01,467282.0
Tennessee,2021-03-01,3322826.0
Texas,2021-03-01,14243338.0
Utah,2021-03-01,1674841.0
Virginia,2021-03-01,4303699.0
Vermont,2021-03-01,333038.0
Washington,2021-03-01,3869081.0
Wisconsin,2021-03-01,3107600.0
West Virginia,2021-03-01,772808.0
Wyoming,2021-03-01,289167.0
Alaska,2021-04-01,349654.0
Alabama,2021-04-01,2250078.0
Arkansas,2021-04-01,1330963.0
Arizona,2021-04-01,3513511.0
California,2021-04-01,18953854.0
Colorado,2021-04-01,3132850.0
Connecticut,2021-04-01,1809856.0
District of Columbia,2021-04-01,378365.0
Delaware,2021-04-01,497291.0
Florida,2021-04-01,10214011.0
Georgia,2021-04-01,5188316.0
Hawaii,2021-04-01,679398.0
Iowa,2021-04-01,1672106.0
Idaho,2021-04-01,919157.0
Illinois,2021-04-01,6348410.0
Indiana,2021-04-01,3348883.0
Kansas,2021-04-01,1504490.0
Kentucky,2021-04-01,2014190.0
Louisiana,2021-04-01,2062219.0
Massachusetts,2021-04-01,3739270.0
Maryland,2021-04-01,3176342.0
Maine,2021-04-01,691417.0
Michigan,2021-04-01,4755581.0
Minnesota,2021-04-01,3045401.0
Missouri,2021-04-01,3038838.0
Mississippi,2021-04-01,1262478.0
Montana,2021-04-01,544550.0
North Carolina,2021-04-01,4881480.0
North Dakota,2021-04-01,407844.0
Nebraska,2021-04-01,1044318.0
New Hampshire,2021-04-01,754456.0
New Jersey,2021-04-01,4680821.0
New Mexico,2021-04-01,936838.0
Nevada,2021-04-01,1502277.0
New York,2021-04-01,9589109.0
Ohio,2021-04-01,5743370.0
Oklahoma,2021-04-01,1866672.0
Oregon,2021-04-01,2144236.0
Pennsylvania,2021-04-01,6458242.0
Rhode Island,2021-04-01,576149.0
South Carolina,2021-04-01,2367230.0
South Dakota,2021-04-01,468139.0
Tennessee,2021-04-01,3324691.0
Texas,2021-04-01,14278926.0
Utah,2021-04-01,1678934.0
Virginia,2021-04-01,4309375.0
Vermont,2021-04-01,334034.0
Washington,2021-04-01,3877141.0
Wisconsin,2021-04-01,3110624.0
West Virginia,2021-04-01,773290.0
Wyoming,2021-04-01,288944.0
Alaska,2021-05-01,349824.0
Alabama,2021-05-01,2249304.0
Arkansas,2021-05-01,1331155.0
Arizona,2021-05-01,3516676.0
California,2021-05-01,18991064.0
Colorado,2021-05-01,3138610.0
Connecticut,2021-05-01,1807480.0
District of Columbia,2021-05-01,380360.0
Delaware,2021-05-01,497769.0
Florida,2021-05-01,10257231.0
Georgia,2021-05-01,5192208.0
Hawaii,2021-05-01,677084.0
Iowa,2021-05-01,1677258.0
Idaho,2021-05-01,920988.0
Illinois,2021-05-01,6361175.0
Indiana,2021-05-01,3348536.0
Kansas,2021-05-01,1505598.0
Kentucky,2021-05-01,2017224.0
Louisiana,2021-05-01,2063262.0
Massachusetts,2021-05-01,3742276.0
Maryland,2021-05-01,3176782.0
Maine,2021-05-01,691780.0
Michigan,2021-05-01,4760327.0
Minnesota,2021-05-01,3044678.0
Missouri,2021-05-01,3038881.0
Mississippi,2021-05-01,1262799.0
Montana,2021-05-01,545336.0
North Carolina,2021-05-01,4884699.0
North Dakota,2021-05-01,407962.0
Nebraska,2021-05-01,1045142.0
New Hampshire,2021-05-01,753961.0
New Jersey,2021-05-01,4679443.0
New Mexico,2021-05-01,938282.0
Nevada,2021-05-01,1501490.0
New York,2021-05-01,9583194.0
Ohio,2021-05-01,5746962.0
Oklahoma,2021-05-01,1868128.0
Oregon,2021-05-01,2143176.0
Pennsylvania,2021-05-01,6451234.0
Rhode Island,2021-05-01,576302.0
South Carolina,2021-05-01,2370980.0
South Dakota,2021-05-01,468820.0
Tennessee,2021-05-01,3328130.0
Texas,2021-05-01,14311166.0
Utah,2021-05-01,1682606.0
Virginia,2021-05-01,4314973.0
Vermont,2021-05-01,334778.0
Washington,2021-05-01,3884280.0
Wisconsin,2021-05-01,3112287.0
West Virginia,2021-05-01,773854.0
Wyoming,2021-05-01,288550.0
Alaska,2021-06-01,350742.0
Alabama,2021-06-01,2248031.0
Arkansas,2021-06-01,1331297.0
Arizona,2021-06-01,3518507.0
California,2021-06-01,19080789.0
Colorado,2021-06-01,3149104.0
Connecticut,2021-06-01,1829853.0
District of Columbia,2021-06-01,383219.0
Delaware,2021-06-01,497850.0
Florida,2021-06-01,10311274.0
Georgia,2021-06-01,5195572.0
Hawaii,2021-06-01,676611.0
Iowa,2021-06-01,1681621.0
Idaho,2021-06-01,922941.0
Illinois,2021-06-01,6374986.0
Indiana,2021-06-01,3346692.0
Kansas,2021-06-01,1506197.0
Kentucky,2021-06-01,2019820.0
Louisiana,2021-06-01,2065027.0
Massachusetts,2021-06-01,3751275.0
Maryland,2021-06-01,3182015.0
Maine,2021-06-01,692938.0
Michigan,2021-06-01,4768845.0
Minnesota,2021-06-01,3044021.0
Missouri,2021-06-01,3039152.0
Mississippi,2021-06-01,1262657.0
Montana,2021-06-01,545926.0
North Carolina,2021-06-01,4917138.0
North Dakota,2021-06-01,408053.0
Nebraska,2021-06-01,1045858.0
New Hampshire,2021-06-01,753510.0
New Jersey,2021-06-01,4698261.0
New Mexico,2021-06-01,941863.0
Nevada,2021-06-01,1501611.0
New York,2021-06-01,9617457.0
Ohio,2021-06-01,5748415.0
Oklahoma,2021-06-01,1868537.0
Oregon,2021-06-01,2143109.0
Pennsylvania,2021-06-01,6447826.0
Rhode Island,2021-06-01,577745.0
South Carolina,2021-06-01,2374071.0
South Dakota,2021-06-01,469389.0
Tennessee,2021-06-01,3332995.0
Texas,2021-06-01,14361525.0
Utah,2021-06-01,1686163.0
Virginia,2021-06-01,4318583.0
Vermont,2021-06-01,335242.0
Washington,2021-06-01,3893915.0
Wisconsin,2021-06-01,3112515.0
West Virginia,2021-06-01,774399.0
Wyoming,2021-06-01,288045.0
Alaska,2021-07-01,350765.0
Alabama,2021-07-01,2246908.0
Arkansas,2021-07-01,1330286.0
Arizona,2021-07-01,3517406.0
California,2021-07-01,19078070.0
Colorado,2021-07-01,3151572.0
Connecticut,2021-07-01,1846097.0
District of Columbia,2021-07-01,384754.0
Delaware,2021-07-01,497009.0
Florida,2021-07-01,10339188.0
Georgia,2021-07-01,5194512.0
Hawaii,2021-07-01,673093.0
Iowa,2021-07-01,1683176.0
Idaho,2021-07-01,924589.0
Illinois,2021-07-01,6377404.0
Indiana,2021-07-01,3341023.0
Kansas,2021-07-01,1505001.0
Kentucky,2021-07-01,2022338.0
Louisiana,2021-07-01,2061289.0
Massachusetts,2021-07-01,3750600.0
Maryland,2021-07-01,3176297.0
Maine,2021-07-01,691944.0
Michigan,2021-07-01,4773185.0
Minnesota,2021-07-01,3041503.0
Missouri,2021-07-01,3037337.0
Mississippi,2021-07-01,1261401.0
Montana,2021-07-01,546283.0
North Carolina,2021-07-01,4944212.0
North Dakota,2021-07-01,408013.0
Nebraska,2021-07-01,1046240.0
New Hampshire,2021-07-01,752296.0
New Jersey,2021-07-01,4689232.0
New Mexico,2021-07-01,942607.0
Nevada,2021-07-01,1499502.0
New York,2021-07-01,9603748.0
Ohio,2021-07-01,5744146.0
Oklahoma,2021-07-01,1866863.0
Oregon,2021-07-01,2138081.0
Pennsylvania,2021-07-01,6438156.0
Rhode Island,2021-07-01,577421.0
South Carolina,2021-07-01,2374864.0
South Dakota,2021-07-01,469658.0
Tennessee,2021-07-01,3335277.0
Texas,2021-07-01,14384130.0
Utah,2021-07-01,1688937.0
Virginia,2021-07-01,4318194.0
Vermont,2021-07-01,335369.0
Washington,2021-07-01,3898468.0
Wisconsin,2021-07-01,3108625.0
West Virginia,2021-07-01,774242.0
Wyoming,2021-07-01,287357.0
Alaska,2021-08-01,351481.0
Alabama,2021-08-01,2246919.0
Arkansas,2021-08-01,1330255.0
Arizona,2021-08-01,3515955.0
California,2021-08-01,19103848.0
Colorado,2021-08-01,3153883.0
Connecticut,2021-08-01,1863955.0
District of Columbia,2021-08-01,386391.0
Delaware,2021-08-01,496379.0
Florida,2021-08-01,10375230.0
Georgia,2021-08-01,5194295.0
Hawaii,2021-08-01,670383.0
Iowa,2021-08-01,1683118.0
Idaho,2021-08-01,926352.0
Illinois,2021-08-01,6382608.0
Indiana,2021-08-01,3335263.0
Kansas,2021-08-01,1503074.0
Kentucky,2021-08-01,2025839.0
Louisiana,2021-08-01,2058289.0
Massachusetts,2021-08-01,3751424.0
Maryland,2021-08-01,3175701.0
Maine,2021-08-01,691536.0
Michigan,2021-08-01,4779014.0
Minnesota,2021-08-01,3041242.0
Missouri,2021-08-01,3036177.0
Mississippi,2021-08-01,1260453.0
Montana,2021-08-01,546878.0
North Carolina,2021-08-01,4975077.0
North Dakota,2021-08-01,408207.0
Nebraska,2021-08-01,1046772.0
New Hampshire,2021-08-01,751317.0
New Jersey,2021-08-01,4688530.0
New Mexico,2021-08-01,943521.0
Nevada,2021-08-01,1497530.0
New York,2021-08-01,9606711.0
Ohio,2021-08-01,5739198.0
Oklahoma,2021-08-01,1864938.0
Oregon,2021-08-01,2135742.0
Pennsylvania,2021-08-01,6427572.0
Rhode Island,2021-08-01,577122.0
South Carolina,2021-08-01,2375315.0
South Dakota,2021-08-01,469894.0
Tennessee,2021-08-01,3336208.0
Texas,2021-08-01,14416529.0
Utah,2021-08-01,1691883.0
Virginia,2021-08-01,4319842.0
Vermont,2021-08-01,335614.0
Washington,2021-08-01,3902582.0
Wisconsin,2021-08-01,3103236.0
West Virginia,2021-08-01,774100.0
Wyoming,2021-08-01,286706.0
Alaska,2021-09-01,352036.0
Alabama,2021-09-01,2249149.0
Arkansas,2021-09-01,1331489.0
Arizona,2021-09-01,3515857.0
California,2021-09-01,19092098.0
Colorado,2021-09-01,3151448.0
Connecticut,2021-09-01,1879673.0
District of Columbia,2021-09-01,386448.0
Delaware,2021-09-01,495781.0
Florida,2021-09-01,10396510.0
Georgia,2021-09-01,5195023.0
Hawaii,2021-09-01,667070.0
Iowa,2021-09-01,1681460.0
Idaho,2021-09-01,928315.0
Illinois,2021-09-01,6388352.0
Indiana,2021-09-01,3331176.0
Kansas,2021-09-01,1500841.0
Kentucky,2021-09-01,2030304.0
Louisiana,2021-09-01,2054982.0
Massachusetts,2021-09-01,3750601.0
Maryland,2021-09-01,3167709.0
Maine,2021-09-01,690517.0
Michigan,2021-09-01,4785077.0
Minnesota,2021-09-01,3043247.0
Missouri,2021-09-01,3034709.0
Mississippi,2021-09-01,1260182.0
Montana,2021-09-01,547950.0
North Carolina,2021-09-01,5004911.0
North Dakota,2021-09-01,408573.0
Nebraska,2021-09-01,1047468.0
New Hampshire,2021-09-01,750609.0
New Jersey,2021-09-01,4671240.0
New Mexico,2021-09-01,942304.0
Nevada,2021-09-01,1495613.0
New York,2021-09-01,9586797.0
Ohio,2021-09-01,5733522.0
Oklahoma,2021-09-01,1863824.0
Oregon,2021-09-01,2134991.0
Pennsylvania,2021-09-01,6417348.0
Rhode Island,2021-09-01,576047.0
South Carolina,2021-09-01,2376058.0
South Dakota,2021-09-01,470121.0
Tennessee,2021-09-01,3337685.0
Texas,2021-09-01,14440570.0
Utah,2021-09-01,1695359.0
Virginia,2021-09-01,4322146.0
Vermont,2021-09-01,335932.0
Washington,2021-09-01,3904576.0
Wisconsin,2021-09-01,3097429.0
West Virginia,2021-09-01,774126.0
Wyoming,2021-09-01,286184.0
Alaska,2021-10-01,353242.0
Alabama,2021-10-01,2253319.0
Arkansas,2021-10-01,1335219.0
Arizona,2021-10-01,3519583.0
California,2021-10-01,19126570.0
Colorado,2021-10-01,3158247.0
Connecticut,2021-10-01,1898483.0
District of Columbia,2021-10-01,386878.0
Delaware,2021-10-01,496171.0
Florida,2021-10-01,10434373.0
Georgia,2021-10-01,5202386.0
Hawaii,2021-10-01,664677.0
Iowa,2021-10-01,1681679.0
Idaho,2021-10-01,930956.0
Illinois,2021-10-01,6406269.0
Indiana,2021-10-01,3332716.0
Kansas,2021-10-01,1499679.0
Kentucky,2021-10-01,2035880.0
Louisiana,2021-10-01,2055724.0
Massachusetts,2021-10-01,3754363.0
Maryland,2021-10-01,3168988.0
Maine,2021-10-01,690328.0
Michigan,2021-10-01,4794381.0
Minnesota,2021-10-01,3048544.0
Missouri,2021-10-01,3037212.0
Mississippi,2021-10-01,1261514.0
Montana,2021-10-01,549837.0
North Carolina,2021-10-01,5040867.0
North Dakota,2021-10-01,409405.0
Nebraska,2021-10-01,1048684.0
New Hampshire,2021-10-01,750771.0
New Jersey,2021-10-01,4668565.0
New Mexico,2021-10-01,944038.0
Nevada,2021-10-01,1496069.0
New York,2021-10-01,9597109.0
Ohio,2021-10-01,5731713.0
Oklahoma,2021-10-01,1865311.0
Oregon,2021-10-01,2139295.0
Pennsylvania,2021-10-01,6412753.0
Rhode Island,2021-10-01,575330.0
South Carolina,2021-10-01,2378927.0
South Dakota,2021-10-01,470534.0
Tennessee,2021-10-01,3342417.0
Texas,2021-10-01,14485343.0
Utah,2021-10-01,1700256.0
Virginia,2021-10-01,4330225.0
Vermont,2021-10-01,336617.0
Washington,2021-10-01,3909222.0
Wisconsin,2021-10-01,3094180.0
West Virginia,2021-10-01,774897.0
Wyoming,2021-10-01,285981.0
Alaska,2021-11-01,354138.0
Alabama,2021-11-01,2259077.0
Arkansas,2021-11-01,1340071.0
Arizona,2021-11-01,3526604.0
California,2021-11-01,19146512.0
Colorado,2021-11-01,3166649.0
Connecticut,2021-11-01,1915922.0
District of Columbia,2021-11-01,386810.0
Delaware,2021-11-01,497135.0
Florida,2021-11-01,10473602.0
Georgia,2021-11-01,5213462.0
Hawaii,2021-11-01,665873.0
Iowa,2021-11-01,1682858.0
Idaho,2021-11-01,934031.0
Illinois,2021-11-01,6427458.0
Indiana,2021-11-01,3339486.0
Kansas,2021-11-01,1499529.0
Kentucky,2021-11-01,2041314.0
Louisiana,2021-11-01,2057673.0
Massachusetts,2021-11-01,3757773.0
Maryland,2021-11-01,3169786.0
Maine,2021-11-01,689493.0
Michigan,2021-11-01,4805185.0
Minnesota,2021-11-01,3054164.0
Missouri,2021-11-01,3039775.0
Mississippi,2021-11-01,1263269.0
Montana,2021-11-01,552267.0
North Carolina,2021-11-01,5078281.0
North Dakota,2021-11-01,410325.0
Nebraska,2021-11-01,1050178.0
New Hampshire,2021-11-01,751664.0
New Jersey,2021-11-01,4664712.0
New Mexico,2021-11-01,945892.0
Nevada,2021-11-01,1497617.0
New York,2021-11-01,9608605.0
Ohio,2021-11-01,5732071.0
Oklahoma,2021-11-01,1869284.0
Oregon,2021-11-01,2145309.0
Pennsylvania,2021-11-01,6414162.0
Rhode Island,2021-11-01,574426.0
South Carolina,2021-11-01,2383725.0
South Dakota,2021-11-01,471048.0
Tennessee,2021-11-01,3349927.0
Texas,2021-11-01,14526003.0
Utah,2021-11-01,1706237.0
Virginia,2021-11-01,4341173.0
Vermont,2021-11-01,337371.0
Washington,2021-11-01,3914388.0
Wisconsin,2021-11-01,3093411.0
West Virginia,2021-11-01,776175.0
Wyoming,2021-11-01,285992.0
Alaska,2021-12-01,355212.0
Alabama,2021-12-01,2264526.0
Arkansas,2021-12-01,1345730.0
Arizona,2021-12-01,3536177.0
California,2021-12-01,19209716.0
Colorado,2021-12-01,3175552.0
Connecticut,2021-12-01,1935259.0
District of Columbia,2021-12-01,386209.0
Delaware,2021-12-01,498328.0
Florida,2021-12-01,10509204.0
Georgia,2021-12-01,5226600.0
Hawaii,2021-12-01,667540.0
Iowa,2021-12-01,1685832.0
Idaho,2021-12-01,937327.0
Illinois,2021-12-01,6452871.0
Indiana,2021-12-01,3350466.0
Kansas,2021-12-01,1500813.0
Kentucky,2021-12-01,2045975.0
Louisiana,2021-12-01,2061890.0
Massachusetts,2021-12-01,3763439.0
Maryland,2021-12-01,3168569.0
Maine,2021-12-01,689338.0
Michigan,2021-12-01,4818651.0
Minnesota,2021-12-01,3059365.0
Missouri,2021-12-01,3042855.0
Mississippi,2021-12-01,1265422.0
Montana,2021-12-01,554917.0
North Carolina,2021-12-01,5115944.0
North Dakota,2021-12-01,411287.0
Nebraska,2021-12-01,1051875.0
New Hampshire,2021-12-01,753305.0
New Jersey,2021-12-01,4674910.0
New Mexico,2021-12-01,947946.0
Nevada,2021-12-01,1500482.0
New York,2021-12-01,9643606.0
Ohio,2021-12-01,5736256.0
Oklahoma,2021-12-01,1875201.0
Oregon,2021-12-01,2153759.0
Pennsylvania,2021-12-01,6423500.0
Rhode Island,2021-12-01,574102.0
South Carolina,2021-12-01,2390340.0
South Dakota,2021-12-01,471688.0
Tennessee,2021-12-01,3361315.0
Texas,2021-12-01,14577227.0
Utah,2021-12-01,1712963.0
Virginia,2021-12-01,4355333.0
Vermont,2021-12-01,338215.0
Washington,2021-12-01,3922918.0
Wisconsin,2021-12-01,3094716.0
West Virginia,2021-12-01,777822.0
Wyoming,2021-12-01,286176.0
Alaska,2022-01-01,355795.0
Alabama,2022-01-01,2269549.0
Arkansas,2022-01-01,1351383.0
Arizona,2022-01-01,3547509.0
California,2022-01-01,19254374.0
Colorado,2022-01-01,3183120.0
Connecticut,2022-01-01,1953858.0
District of Columbia,2022-01-01,389138.0
Delaware,2022-01-01,499825.0
Florida,2022-01-01,10558488.0
Georgia,2022-01-01,5240515.0
Hawaii,2022-01-01,669400.0
Iowa,2022-01-01,1689683.0
