,REF_DATE,GEO,Educational attainment,Age group,VALUE
9950,2022-12,Prince Edward Island,"Total, all education levels",25 to 54 years,84.7
9951,2023-01,Prince Edward Island,"Total, all education levels",25 to 54 years,81.9
9952,2023-02,Prince Edward Island,"Total, all education levels",25 to 54 years,80.6
9953,2023-03,Prince Edward Island,"Total, all education levels",25 to 54 years,80.1
9954,2023-04,Prince Edward Island,"Total, all education levels",25 to 54 years,82.9
9955,2023-05,Prince Edward Island,"Total, all education levels",25 to 54 years,85.9
9956,2023-06,Prince Edward Island,"Total, all education levels",25 to 54 years,86.8
9957,2023-07,Prince Edward Island,"Total, all education levels",25 to 54 years,83.9
9958,2023-08,Prince Edward Island,"Total, all education levels",25 to 54 years,85.6
9959,2023-09,Prince Edward Island,"Total, all education levels",25 to 54 years,87.1
9960,2023-10,Prince Edward Island,"Total, all education levels",25 to 54 years,87.0
9961,2023-11,Prince Edward Island,"Total, all education levels",25 to 54 years,84.0
9962,2023-12,Prince Edward Island,"Total, all education levels",25 to 54 years,82.6
9963,2024-01,Prince Edward Island,"Total, all education levels",25 to 54 years,80.3
9964,2024-02,Prince Edward Island,"Total, all education levels",25 to 54 years,80.3
9965,2024-03,Prince Edward Island,"Total, all education levels",25 to 54 years,82.0
9966,2024-04,Prince Edward Island,"Total, all education levels",25 to 54 years,82.6
9967,2024-05,Prince Edward Island,"Total, all education levels",25 to 54 years,86.4
9968,2024-06,Prince Edward Island,"Total, all education levels",25 to 54 years,87.3
9969,2024-07,Prince Edward Island,"Total, all education levels",25 to 54 years,81.9
9970,2024-08,Prince Edward Island,"Total, all education levels",25 to 54 years,85.4
9971,2024-09,Prince Edward Island,"Total, all education levels",25 to 54 years,86.4
9972,2024-10,Prince Edward Island,"Total, all education levels",25 to 54 years,82.8
9973,2024-11,Prince Edward Island,"Total, all education levels",25 to 54 years,84.0
9974,2024-12,Prince Edward Island,"Total, all education levels",25 to 54 years,82.3
9975,2025-01,Prince Edward Island,"Total, all education levels",25 to 54 years,81.3
9976,2025-02,Prince Edward Island,"Total, all education levels",25 to 54 years,82.2
9977,2025-03,Prince Edward Island,"Total, all education levels",25 to 54 years,82.3
9978,2025-04,Prince Edward Island,"Total, all education levels",25 to 54 years,82.9
9979,2025-05,Prince Edward Island,"Total, all education levels",25 to 54 years,84.4
9980,2025-06,Prince Edward Island,"Total, all education levels",25 to 54 years,86.9
9981,2025-07,Prince Edward Island,"Total, all education levels",25 to 54 years,84.5
9982,2025-08,Prince Edward Island,"Total, all education levels",25 to 54 years,86.8
9983,2025-09,Prince Edward Island,"Total, all education levels",25 to 54 years,85.5
9984,2025-10,Prince Edward Island,"Total, all education levels",25 to 54 years,84.7
9985,2025-11,Prince Edward Island,"Total, all education levels",25 to 54 years,82.5
9986,2025-12,Prince Edward Island,"Total, all education levels",25 to 54 years,82.8
9987,2026-01,Prince Edward Island,"Total, all education levels",25 to 54 years,82.6
9988,2026-02,Prince Edward Island,"Total, all education levels",25 to 54 years,83.3
9989,2026-03,Prince Edward Island,"Total, all education levels",25 to 54 years,81.9
9990,2015-01,Prince Edward Island,"Total, all education levels",55 to 64 years,60.7
9991,2015-02,Prince Edward Island,"Total, all education levels",55 to 64 years,59.5
9992,2015-03,Prince Edward Island,"Total, all education levels",55 to 64 years,58.1
9993,2015-04,Prince Edward Island,"Total, all education levels",55 to 64 years,57.7
9994,2015-05,Prince Edward Island,"Total, all education levels",55 to 64 years,61.1
9995,2015-06,Prince Edward Island,"Total, all education levels",55 to 64 years,64.4
9996,2015-07,Prince Edward Island,"Total, all education levels",55 to 64 years,59.3
9997,2015-08,Prince Edward Island,"Total, all education levels",55 to 64 years,59.9
9998,2015-09,Prince Edward Island,"Total, all education levels",55 to 64 years,63.1
9999,2015-10,Prince Edward Island,"Total, all education levels",55 to 64 years,62.2
10000,2015-11,Prince Edward Island,"Total, all education levels",55 to 64 years,58.7
10001,2015-12,Prince Edward Island,"Total, all education levels",55 to 64 years,58.3
10002,2016-01,Prince Edward Island,"Total, all education levels",55 to 64 years,55.3
10003,2016-02,Prince Edward Island,"Total, all education levels",55 to 64 years,55.7
10004,2016-03,Prince Edward Island,"Total, all education levels",55 to 64 years,58.9
10005,2016-04,Prince Edward Island,"Total, all education levels",55 to 64 years,57.3
10006,2016-05,Prince Edward Island,"Total, all education levels",55 to 64 years,63.2
10007,2016-06,Prince Edward Island,"Total, all education levels",55 to 64 years,67.0
10008,2016-07,Prince Edward Island,"Total, all education levels",55 to 64 years,65.6
10009,2016-08,Prince Edward Island,"Total, all education levels",55 to 64 years,62.0
10010,2016-09,Prince Edward Island,"Total, all education levels",55 to 64 years,62.9
10011,2016-10,Prince Edward Island,"Total, all education levels",55 to 64 years,60.8
10012,2016-11,Prince Edward Island,"Total, all education levels",55 to 64 years,57.2
10013,2016-12,Prince Edward Island,"Total, all education levels",55 to 64 years,54.5
10014,2017-01,Prince Edward Island,"Total, all education levels",55 to 64 years,55.9
10015,2017-02,Prince Edward Island,"Total, all education levels",55 to 64 years,53.8
10016,2017-03,Prince Edward Island,"Total, all education levels",55 to 64 years,55.2
10017,2017-04,Prince Edward Island,"Total, all education levels",55 to 64 years,56.3
10018,2017-05,Prince Edward Island,"Total, all education levels",55 to 64 years,64.3
10019,2017-06,Prince Edward Island,"Total, all education levels",55 to 64 years,66.2
10020,2017-07,Prince Edward Island,"Total, all education levels",55 to 64 years,61.8
10021,2017-08,Prince Edward Island,"Total, all education levels",55 to 64 years,62.7
10022,2017-09,Prince Edward Island,"Total, all education levels",55 to 64 years,66.8
10023,2017-10,Prince Edward Island,"Total, all education levels",55 to 64 years,62.8
10024,2017-11,Prince Edward Island,"Total, all education levels",55 to 64 years,61.5
10025,2017-12,Prince Edward Island,"Total, all education levels",55 to 64 years,59.3
10026,2018-01,Prince Edward Island,"Total, all education levels",55 to 64 years,57.7
10027,2018-02,Prince Edward Island,"Total, all education levels",55 to 64 years,57.7
10028,2018-03,Prince Edward Island,"Total, all education levels",55 to 64 years,58.8
10029,2018-04,Prince Edward Island,"Total, all education levels",55 to 64 years,59.2
10030,2018-05,Prince Edward Island,"Total, all education levels",55 to 64 years,66.2
10031,2018-06,Prince Edward Island,"Total, all education levels",55 to 64 years,68.1
10032,2018-07,Prince Edward Island,"Total, all education levels",55 to 64 years,66.4
10033,2018-08,Prince Edward Island,"Total, all education levels",55 to 64 years,66.8
10034,2018-09,Prince Edward Island,"Total, all education levels",55 to 64 years,68.3
10035,2018-10,Prince Edward Island,"Total, all education levels",55 to 64 years,66.5
10036,2018-11,Prince Edward Island,"Total, all education levels",55 to 64 years,64.3
10037,2018-12,Prince Edward Island,"Total, all education levels",55 to 64 years,61.7
10038,2019-01,Prince Edward Island,"Total, all education levels",55 to 64 years,60.0
10039,2019-02,Prince Edward Island,"Total, all education levels",55 to 64 years,61.0
10040,2019-03,Prince Edward Island,"Total, all education levels",55 to 64 years,61.9
10041,2019-04,Prince Edward Island,"Total, all education levels",55 to 64 years,61.5
10042,2019-05,Prince Edward Island,"Total, all education levels",55 to 64 years,67.2
10043,2019-06,Prince Edward Island,"Total, all education levels",55 to 64 years,66.8
10044,2019-07,Prince Edward Island,"Total, all education levels",55 to 64 years,67.7
10045,2019-08,Prince Edward Island,"Total, all education levels",55 to 64 years,65.1
10046,2019-09,Prince Edward Island,"Total, all education levels",55 to 64 years,65.9
10047,2019-10,Prince Edward Island,"Total, all education levels",55 to 64 years,61.8
10048,2019-11,Prince Edward Island,"Total, all education levels",55 to 64 years,60.9
10049,2019-12,Prince Edward Island,"Total, all education levels",55 to 64 years,60.9
10050,2020-01,Prince Edward Island,"Total, all education levels",55 to 64 years,61.4
10051,2020-02,Prince Edward Island,"Total, all education levels",55 to 64 years,60.5
10052,2020-03,Prince Edward Island,"Total, all education levels",55 to 64 years,60.3
10053,2020-04,Prince Edward Island,"Total, all education levels",55 to 64 years,54.7
10054,2020-05,Prince Edward Island,"Total, all education levels",55 to 64 years,60.7
10055,2020-06,Prince Edward Island,"Total, all education levels",55 to 64 years,66.7
10056,2020-07,Prince Edward Island,"Total, all education levels",55 to 64 years,64.5
10057,2020-08,Prince Edward Island,"Total, all education levels",55 to 64 years,63.7
10058,2020-09,Prince Edward Island,"Total, all education levels",55 to 64 years,62.4
10059,2020-10,Prince Edward Island,"Total, all education levels",55 to 64 years,61.4
10060,2020-11,Prince Edward Island,"Total, all education levels",55 to 64 years,55.8
10061,2020-12,Prince Edward Island,"Total, all education levels",55 to 64 years,56.7
10062,2021-01,Prince Edward Island,"Total, all education levels",55 to 64 years,57.9
10063,2021-02,Prince Edward Island,"Total, all education levels",55 to 64 years,60.5
10064,2021-03,Prince Edward Island,"Total, all education levels",55 to 64 years,62.1
10065,2021-04,Prince Edward Island,"Total, all education levels",55 to 64 years,62.2
10066,2021-05,Prince Edward Island,"Total, all education levels",55 to 64 years,65.2
10067,2021-06,Prince Edward Island,"Total, all education levels",55 to 64 years,68.7
10068,2021-07,Prince Edward Island,"Total, all education levels",55 to 64 years,62.2
10069,2021-08,Prince Edward Island,"Total, all education levels",55 to 64 years,63.5
10070,2021-09,Prince Edward Island,"Total, all education levels",55 to 64 years,63.1
10071,2021-10,Prince Edward Island,"Total, all education levels",55 to 64 years,61.8
10072,2021-11,Prince Edward Island,"Total, all education levels",55 to 64 years,63.5
10073,2021-12,Prince Edward Island,"Total, all education levels",55 to 64 years,63.5
10074,2022-01,Prince Edward Island,"Total, all education levels",55 to 64 years,58.1
10075,2022-02,Prince Edward Island,"Total, all education levels",55 to 64 years,59.4
10076,2022-03,Prince Edward Island,"Total, all education levels",55 to 64 years,61.5
10077,2022-04,Prince Edward Island,"Total, all education levels",55 to 64 years,62.4
10078,2022-05,Prince Edward Island,"Total, all education levels",55 to 64 years,67.2
10079,2022-06,Prince Edward Island,"Total, all education levels",55 to 64 years,66.0
10080,2022-07,Prince Edward Island,"Total, all education levels",55 to 64 years,60.9
10081,2022-08,Prince Edward Island,"Total, all education levels",55 to 64 years,62.1
10082,2022-09,Prince Edward Island,"Total, all education levels",55 to 64 years,63.0
10083,2022-10,Prince Edward Island,"Total, all education levels",55 to 64 years,65.1
10084,2022-11,Prince Edward Island,"Total, all education levels",55 to 64 years,58.7
10085,2022-12,Prince Edward Island,"Total, all education levels",55 to 64 years,56.8
10086,2023-01,Prince Edward Island,"Total, all education levels",55 to 64 years,58.5
10087,2023-02,Prince Edward Island,"Total, all education levels",55 to 64 years,60.9
10088,2023-03,Prince Edward Island,"Total, all education levels",55 to 64 years,64.7
10089,2023-04,Prince Edward Island,"Total, all education levels",55 to 64 years,62.1
10090,2023-05,Prince Edward Island,"Total, all education levels",55 to 64 years,68.9
10091,2023-06,Prince Edward Island,"Total, all education levels",55 to 64 years,67.2
10092,2023-07,Prince Edward Island,"Total, all education levels",55 to 64 years,68.1
10093,2023-08,Prince Edward Island,"Total, all education levels",55 to 64 years,68.5
10094,2023-09,Prince Edward Island,"Total, all education levels",55 to 64 years,73.2
10095,2023-10,Prince Edward Island,"Total, all education levels",55 to 64 years,71.5
10096,2023-11,Prince Edward Island,"Total, all education levels",55 to 64 years,68.9
10097,2023-12,Prince Edward Island,"Total, all education levels",55 to 64 years,67.9
10098,2024-01,Prince Edward Island,"Total, all education levels",55 to 64 years,64.1
10099,2024-02,Prince Edward Island,"Total, all education levels",55 to 64 years,66.2
10100,2024-03,Prince Edward Island,"Total, all education levels",55 to 64 years,64.5
10101,2024-04,Prince Edward Island,"Total, all education levels",55 to 64 years,68.8
10102,2024-05,Prince Edward Island,"Total, all education levels",55 to 64 years,67.9
10103,2024-06,Prince Edward Island,"Total, all education levels",55 to 64 years,66.7
10104,2024-07,Prince Edward Island,"Total, all education levels",55 to 64 years,65.8
10105,2024-08,Prince Edward Island,"Total, all education levels",55 to 64 years,65.4
10106,2024-09,Prince Edward Island,"Total, all education levels",55 to 64 years,70.0
10107,2024-10,Prince Edward Island,"Total, all education levels",55 to 64 years,68.7
10108,2024-11,Prince Edward Island,"Total, all education levels",55 to 64 years,63.1
10109,2024-12,Prince Edward Island,"Total, all education levels",55 to 64 years,63.4
10110,2025-01,Prince Edward Island,"Total, all education levels",55 to 64 years,59.9
10111,2025-02,Prince Edward Island,"Total, all education levels",55 to 64 years,58.9
10112,2025-03,Prince Edward Island,"Total, all education levels",55 to 64 years,58.9
10113,2025-04,Prince Edward Island,"Total, all education levels",55 to 64 years,58.9
10114,2025-05,Prince Edward Island,"Total, all education levels",55 to 64 years,62.8
10115,2025-06,Prince Edward Island,"Total, all education levels",55 to 64 years,63.2
10116,2025-07,Prince Edward Island,"Total, all education levels",55 to 64 years,60.6
10117,2025-08,Prince Edward Island,"Total, all education levels",55 to 64 years,62.8
10118,2025-09,Prince Edward Island,"Total, all education levels",55 to 64 years,65.8
10119,2025-10,Prince Edward Island,"Total, all education levels",55 to 64 years,66.7
10120,2025-11,Prince Edward Island,"Total, all education levels",55 to 64 years,64.8
10121,2025-12,Prince Edward Island,"Total, all education levels",55 to 64 years,65.8
10122,2026-01,Prince Edward Island,"Total, all education levels",55 to 64 years,60.9
10123,2026-02,Prince Edward Island,"Total, all education levels",55 to 64 years,60.7
10124,2026-03,Prince Edward Island,"Total, all education levels",55 to 64 years,62.9
10125,2015-01,Prince Edward Island,"Total, all education levels",65 years and over,17.6
10126,2015-02,Prince Edward Island,"Total, all education levels",65 years and over,15.2
10127,2015-03,Prince Edward Island,"Total, all education levels",65 years and over,13.5
10128,2015-04,Prince Edward Island,"Total, all education levels",65 years and over,13.9
10129,2015-05,Prince Edward Island,"Total, all education levels",65 years and over,16.7
10130,2015-06,Prince Edward Island,"Total, all education levels",65 years and over,17.8
10131,2015-07,Prince Edward Island,"Total, all education levels",65 years and over,16.5
10132,2015-08,Prince Edward Island,"Total, all education levels",65 years and over,17.6
10133,2015-09,Prince Edward Island,"Total, all education levels",65 years and over,18.0
10134,2015-10,Prince Edward Island,"Total, all education levels",65 years and over,18.4
10135,2015-11,Prince Edward Island,"Total, all education levels",65 years and over,16.7
10136,2015-12,Prince Edward Island,"Total, all education levels",65 years and over,14.8
10137,2016-01,Prince Edward Island,"Total, all education levels",65 years and over,14.7
10138,2016-02,Prince Edward Island,"Total, all education levels",65 years and over,13.8
10139,2016-03,Prince Edward Island,"Total, all education levels",65 years and over,12.6
10140,2016-04,Prince Edward Island,"Total, all education levels",65 years and over,13.4
10141,2016-05,Prince Edward Island,"Total, all education levels",65 years and over,15.3
10142,2016-06,Prince Edward Island,"Total, all education levels",65 years and over,16.0
10143,2016-07,Prince Edward Island,"Total, all education levels",65 years and over,16.3
10144,2016-08,Prince Edward Island,"Total, all education levels",65 years and over,15.8
10145,2016-09,Prince Edward Island,"Total, all education levels",65 years and over,17.7
10146,2016-10,Prince Edward Island,"Total, all education levels",65 years and over,17.3
10147,2016-11,Prince Edward Island,"Total, all education levels",65 years and over,16.5
10148,2016-12,Prince Edward Island,"Total, all education levels",65 years and over,15.3
10149,2017-01,Prince Edward Island,"Total, all education levels",65 years and over,15.2
10150,2017-02,Prince Edward Island,"Total, all education levels",65 years and over,15.2
10151,2017-03,Prince Edward Island,"Total, all education levels",65 years and over,16.7
10152,2017-04,Prince Edward Island,"Total, all education levels",65 years and over,16.2
10153,2017-05,Prince Edward Island,"Total, all education levels",65 years and over,16.9
10154,2017-06,Prince Edward Island,"Total, all education levels",65 years and over,18.3
10155,2017-07,Prince Edward Island,"Total, all education levels",65 years and over,18.3
10156,2017-08,Prince Edward Island,"Total, all education levels",65 years and over,17.9
10157,2017-09,Prince Edward Island,"Total, all education levels",65 years and over,16.4
10158,2017-10,Prince Edward Island,"Total, all education levels",65 years and over,19.6
10159,2017-11,Prince Edward Island,"Total, all education levels",65 years and over,18.4
10160,2017-12,Prince Edward Island,"Total, all education levels",65 years and over,16.2
10161,2018-01,Prince Edward Island,"Total, all education levels",65 years and over,16.2
10162,2018-02,Prince Edward Island,"Total, all education levels",65 years and over,16.8
10163,2018-03,Prince Edward Island,"Total, all education levels",65 years and over,16.8
10164,2018-04,Prince Edward Island,"Total, all education levels",65 years and over,16.1
10165,2018-05,Prince Edward Island,"Total, all education levels",65 years and over,17.1
10166,2018-06,Prince Edward Island,"Total, all education levels",65 years and over,17.7
10167,2018-07,Prince Edward Island,"Total, all education levels",65 years and over,16.3
10168,2018-08,Prince Edward Island,"Total, all education levels",65 years and over,17.3
10169,2018-09,Prince Edward Island,"Total, all education levels",65 years and over,17.9
10170,2018-10,Prince Edward Island,"Total, all education levels",65 years and over,16.8
10171,2018-11,Prince Edward Island,"Total, all education levels",65 years and over,16.7
10172,2018-12,Prince Edward Island,"Total, all education levels",65 years and over,16.0
10173,2019-01,Prince Edward Island,"Total, all education levels",65 years and over,15.9
10174,2019-02,Prince Edward Island,"Total, all education levels",65 years and over,15.9
10175,2019-03,Prince Edward Island,"Total, all education levels",65 years and over,14.5
10176,2019-04,Prince Edward Island,"Total, all education levels",65 years and over,16.4
10177,2019-05,Prince Edward Island,"Total, all education levels",65 years and over,16.8
10178,2019-06,Prince Edward Island,"Total, all education levels",65 years and over,17.1
10179,2019-07,Prince Edward Island,"Total, all education levels",65 years and over,16.0
10180,2019-08,Prince Edward Island,"Total, all education levels",65 years and over,15.9
10181,2019-09,Prince Edward Island,"Total, all education levels",65 years and over,17.2
10182,2019-10,Prince Edward Island,"Total, all education levels",65 years and over,17.2
10183,2019-11,Prince Edward Island,"Total, all education levels",65 years and over,16.4
10184,2019-12,Prince Edward Island,"Total, all education levels",65 years and over,16.1
10185,2020-01,Prince Edward Island,"Total, all education levels",65 years and over,15.7
10186,2020-02,Prince Edward Island,"Total, all education levels",65 years and over,15.3
10187,2020-03,Prince Edward Island,"Total, all education levels",65 years and over,14.0
10188,2020-04,Prince Edward Island,"Total, all education levels",65 years and over,13.6
10189,2020-05,Prince Edward Island,"Total, all education levels",65 years and over,14.9
10190,2020-06,Prince Edward Island,"Total, all education levels",65 years and over,16.4
10191,2020-07,Prince Edward Island,"Total, all education levels",65 years and over,15.1
10192,2020-08,Prince Edward Island,"Total, all education levels",65 years and over,16.3
10193,2020-09,Prince Edward Island,"Total, all education levels",65 years and over,18.2
10194,2020-10,Prince Edward Island,"Total, all education levels",65 years and over,17.9
10195,2020-11,Prince Edward Island,"Total, all education levels",65 years and over,17.2
10196,2020-12,Prince Edward Island,"Total, all education levels",65 years and over,15.5
10197,2021-01,Prince Edward Island,"Total, all education levels",65 years and over,14.5
10198,2021-02,Prince Edward Island,"Total, all education levels",65 years and over,14.7
10199,2021-03,Prince Edward Island,"Total, all education levels",65 years and over,15.6
10200,2021-04,Prince Edward Island,"Total, all education levels",65 years and over,14.0
10201,2021-05,Prince Edward Island,"Total, all education levels",65 years and over,16.8
10202,2021-06,Prince Edward Island,"Total, all education levels",65 years and over,15.5
10203,2021-07,Prince Edward Island,"Total, all education levels",65 years and over,16.0
10204,2021-08,Prince Edward Island,"Total, all education levels",65 years and over,16.3
10205,2021-09,Prince Edward Island,"Total, all education levels",65 years and over,17.4
10206,2021-10,Prince Edward Island,"Total, all education levels",65 years and over,16.1
10207,2021-11,Prince Edward Island,"Total, all education levels",65 years and over,17.7
10208,2021-12,Prince Edward Island,"Total, all education levels",65 years and over,16.0
10209,2022-01,Prince Edward Island,"Total, all education levels",65 years and over,14.8
10210,2022-02,Prince Edward Island,"Total, all education levels",65 years and over,14.7
10211,2022-03,Prince Edward Island,"Total, all education levels",65 years and over,14.7
10212,2022-04,Prince Edward Island,"Total, all education levels",65 years and over,15.8
10213,2022-05,Prince Edward Island,"Total, all education levels",65 years and over,17.3
10214,2022-06,Prince Edward Island,"Total, all education levels",65 years and over,18.4
10215,2022-07,Prince Edward Island,"Total, all education levels",65 years and over,16.9
10216,2022-08,Prince Edward Island,"Total, all education levels",65 years and over,15.9
10217,2022-09,Prince Edward Island,"Total, all education levels",65 years and over,17.7
10218,2022-10,Prince Edward Island,"Total, all education levels",65 years and over,17.3
10219,2022-11,Prince Edward Island,"Total, all education levels",65 years and over,14.3
10220,2022-12,Prince Edward Island,"Total, all education levels",65 years and over,14.5
10221,2023-01,Prince Edward Island,"Total, all education levels",65 years and over,14.8
10222,2023-02,Prince Edward Island,"Total, all education levels",65 years and over,15.0
10223,2023-03,Prince Edward Island,"Total, all education levels",65 years and over,16.4
10224,2023-04,Prince Edward Island,"Total, all education levels",65 years and over,16.4
10225,2023-05,Prince Edward Island,"Total, all education levels",65 years and over,18.3
10226,2023-06,Prince Edward Island,"Total, all education levels",65 years and over,18.3
10227,2023-07,Prince Edward Island,"Total, all education levels",65 years and over,17.6
10228,2023-08,Prince Edward Island,"Total, all education levels",65 years and over,17.6
10229,2023-09,Prince Edward Island,"Total, all education levels",65 years and over,17.8
10230,2023-10,Prince Edward Island,"Total, all education levels",65 years and over,17.5
10231,2023-11,Prince Edward Island,"Total, all education levels",65 years and over,16.3
10232,2023-12,Prince Edward Island,"Total, all education levels",65 years and over,16.3
10233,2024-01,Prince Edward Island,"Total, all education levels",65 years and over,16.2
10234,2024-02,Prince Edward Island,"Total, all education levels",65 years and over,14.5
10235,2024-03,Prince Edward Island,"Total, all education levels",65 years and over,15.3
10236,2024-04,Prince Edward Island,"Total, all education levels",65 years and over,14.7
10237,2024-05,Prince Edward Island,"Total, all education levels",65 years and over,16.1
10238,2024-06,Prince Edward Island,"Total, all education levels",65 years and over,17.5
10239,2024-07,Prince Edward Island,"Total, all education levels",65 years and over,17.1
10240,2024-08,Prince Edward Island,"Total, all education levels",65 years and over,17.9
10241,2024-09,Prince Edward Island,"Total, all education levels",65 years and over,17.8
10242,2024-10,Prince Edward Island,"Total, all education levels",65 years and over,18.1
10243,2024-11,Prince Edward Island,"Total, all education levels",65 years and over,18.6
10244,2024-12,Prince Edward Island,"Total, all education levels",65 years and over,16.9
10245,2025-01,Prince Edward Island,"Total, all education levels",65 years and over,15.5
10246,2025-02,Prince Edward Island,"Total, all education levels",65 years and over,15.5
10247,2025-03,Prince Edward Island,"Total, all education levels",65 years and over,16.5
10248,2025-04,Prince Edward Island,"Total, all education levels",65 years and over,15.9
10249,2025-05,Prince Edward Island,"Total, all education levels",65 years and over,15.3
10250,2025-06,Prince Edward Island,"Total, all education levels",65 years and over,14.8
10251,2025-07,Prince Edward Island,"Total, all education levels",65 years and over,13.6
10252,2025-08,Prince Edward Island,"Total, all education levels",65 years and over,15.8
10253,2025-09,Prince Edward Island,"Total, all education levels",65 years and over,16.2
10254,2025-10,Prince Edward Island,"Total, all education levels",65 years and over,17.0
10255,2025-11,Prince Edward Island,"Total, all education levels",65 years and over,15.1
10256,2025-12,Prince Edward Island,"Total, all education levels",65 years and over,15.1
10257,2026-01,Prince Edward Island,"Total, all education levels",65 years and over,16.9
10258,2026-02,Prince Edward Island,"Total, all education levels",65 years and over,17.3
10259,2026-03,Prince Edward Island,"Total, all education levels",65 years and over,16.2
10260,2015-01,Prince Edward Island,0 to 8  years,15 to 24 years,
10261,2015-02,Prince Edward Island,0 to 8  years,15 to 24 years,
10262,2015-03,Prince Edward Island,0 to 8  years,15 to 24 years,
10263,2015-04,Prince Edward Island,0 to 8  years,15 to 24 years,
10264,2015-05,Prince Edward Island,0 to 8  years,15 to 24 years,
10265,2015-06,Prince Edward Island,0 to 8  years,15 to 24 years,
10266,2015-07,Prince Edward Island,0 to 8  years,15 to 24 years,
10267,2015-08,Prince Edward Island,0 to 8  years,15 to 24 years,
10268,2015-09,Prince Edward Island,0 to 8  years,15 to 24 years,
10269,2015-10,Prince Edward Island,0 to 8  years,15 to 24 years,
10270,2015-11,Prince Edward Island,0 to 8  years,15 to 24 years,
10271,2015-12,Prince Edward Island,0 to 8  years,15 to 24 years,
10272,2016-01,Prince Edward Island,0 to 8  years,15 to 24 years,
10273,2016-02,Prince Edward Island,0 to 8  years,15 to 24 years,
10274,2016-03,Prince Edward Island,0 to 8  years,15 to 24 years,
10275,2016-04,Prince Edward Island,0 to 8  years,15 to 24 years,18.2
10276,2016-05,Prince Edward Island,0 to 8  years,15 to 24 years,25.0
10277,2016-06,Prince Edward Island,0 to 8  years,15 to 24 years,28.6
10278,2016-07,Prince Edward Island,0 to 8  years,15 to 24 years,60.0
10279,2016-08,Prince Edward Island,0 to 8  years,15 to 24 years,75.0
10280,2016-09,Prince Edward Island,0 to 8  years,15 to 24 years,
10281,2016-10,Prince Edward Island,0 to 8  years,15 to 24 years,
10282,2016-11,Prince Edward Island,0 to 8  years,15 to 24 years,
10283,2016-12,Prince Edward Island,0 to 8  years,15 to 24 years,
10284,2017-01,Prince Edward Island,0 to 8  years,15 to 24 years,
10285,2017-02,Prince Edward Island,0 to 8  years,15 to 24 years,
10286,2017-03,Prince Edward Island,0 to 8  years,15 to 24 years,
10287,2017-04,Prince Edward Island,0 to 8  years,15 to 24 years,18.2
10288,2017-05,Prince Edward Island,0 to 8  years,15 to 24 years,
10289,2017-06,Prince Edward Island,0 to 8  years,15 to 24 years,30.0
10290,2017-07,Prince Edward Island,0 to 8  years,15 to 24 years,50.0
10291,2017-08,Prince Edward Island,0 to 8  years,15 to 24 years,44.4
10292,2017-09,Prince Edward Island,0 to 8  years,15 to 24 years,28.6
10293,2017-10,Prince Edward Island,0 to 8  years,15 to 24 years,
10294,2017-11,Prince Edward Island,0 to 8  years,15 to 24 years,
10295,2017-12,Prince Edward Island,0 to 8  years,15 to 24 years,
10296,2018-01,Prince Edward Island,0 to 8  years,15 to 24 years,
10297,2018-02,Prince Edward Island,0 to 8  years,15 to 24 years,
10298,2018-03,Prince Edward Island,0 to 8  years,15 to 24 years,
10299,2018-04,Prince Edward Island,0 to 8  years,15 to 24 years,
10300,2018-05,Prince Edward Island,0 to 8  years,15 to 24 years,20.0
10301,2018-06,Prince Edward Island,0 to 8  years,15 to 24 years,25.0
10302,2018-07,Prince Edward Island,0 to 8  years,15 to 24 years,62.5
10303,2018-08,Prince Edward Island,0 to 8  years,15 to 24 years,50.0
10304,2018-09,Prince Edward Island,0 to 8  years,15 to 24 years,
10305,2018-10,Prince Edward Island,0 to 8  years,15 to 24 years,
10306,2018-11,Prince Edward Island,0 to 8  years,15 to 24 years,
10307,2018-12,Prince Edward Island,0 to 8  years,15 to 24 years,
10308,2019-01,Prince Edward Island,0 to 8  years,15 to 24 years,
10309,2019-02,Prince Edward Island,0 to 8  years,15 to 24 years,
10310,2019-03,Prince Edward Island,0 to 8  years,15 to 24 years,
10311,2019-04,Prince Edward Island,0 to 8  years,15 to 24 years,
10312,2019-05,Prince Edward Island,0 to 8  years,15 to 24 years,27.3
10313,2019-06,Prince Edward Island,0 to 8  years,15 to 24 years,27.3
10314,2019-07,Prince Edward Island,0 to 8  years,15 to 24 years,54.5
10315,2019-08,Prince Edward Island,0 to 8  years,15 to 24 years,62.5
10316,2019-09,Prince Edward Island,0 to 8  years,15 to 24 years,60.0
10317,2019-10,Prince Edward Island,0 to 8  years,15 to 24 years,
10318,2019-11,Prince Edward Island,0 to 8  years,15 to 24 years,
10319,2019-12,Prince Edward Island,0 to 8  years,15 to 24 years,
10320,2020-01,Prince Edward Island,0 to 8  years,15 to 24 years,
10321,2020-02,Prince Edward Island,0 to 8  years,15 to 24 years,
10322,2020-03,Prince Edward Island,0 to 8  years,15 to 24 years,
10323,2020-04,Prince Edward Island,0 to 8  years,15 to 24 years,
10324,2020-05,Prince Edward Island,0 to 8  years,15 to 24 years,
10325,2020-06,Prince Edward Island,0 to 8  years,15 to 24 years,
10326,2020-07,Prince Edward Island,0 to 8  years,15 to 24 years,22.2
10327,2020-08,Prince Edward Island,0 to 8  years,15 to 24 years,28.6
10328,2020-09,Prince Edward Island,0 to 8  years,15 to 24 years,
10329,2020-10,Prince Edward Island,0 to 8  years,15 to 24 years,
