,REF_DATE,GEO,Educational attainment,Age group,VALUE
438,2017-10,Canada,"Total, all education levels",65 years and over,13.8
439,2017-11,Canada,"Total, all education levels",65 years and over,13.8
440,2017-12,Canada,"Total, all education levels",65 years and over,14.0
441,2018-01,Canada,"Total, all education levels",65 years and over,14.0
442,2018-02,Canada,"Total, all education levels",65 years and over,13.7
443,2018-03,Canada,"Total, all education levels",65 years and over,13.5
444,2018-04,Canada,"Total, all education levels",65 years and over,13.6
445,2018-05,Canada,"Total, all education levels",65 years and over,13.7
446,2018-06,Canada,"Total, all education levels",65 years and over,13.5
447,2018-07,Canada,"Total, all education levels",65 years and over,13.1
448,2018-08,Canada,"Total, all education levels",65 years and over,12.7
449,2018-09,Canada,"Total, all education levels",65 years and over,13.2
450,2018-10,Canada,"Total, all education levels",65 years and over,13.3
451,2018-11,Canada,"Total, all education levels",65 years and over,13.5
452,2018-12,Canada,"Total, all education levels",65 years and over,13.7
453,2019-01,Canada,"Total, all education levels",65 years and over,14.1
454,2019-02,Canada,"Total, all education levels",65 years and over,14.3
455,2019-03,Canada,"Total, all education levels",65 years and over,14.5
456,2019-04,Canada,"Total, all education levels",65 years and over,14.4
457,2019-05,Canada,"Total, all education levels",65 years and over,14.3
458,2019-06,Canada,"Total, all education levels",65 years and over,14.1
459,2019-07,Canada,"Total, all education levels",65 years and over,13.7
460,2019-08,Canada,"Total, all education levels",65 years and over,14.1
461,2019-09,Canada,"Total, all education levels",65 years and over,14.4
462,2019-10,Canada,"Total, all education levels",65 years and over,14.8
463,2019-11,Canada,"Total, all education levels",65 years and over,14.2
464,2019-12,Canada,"Total, all education levels",65 years and over,14.4
465,2020-01,Canada,"Total, all education levels",65 years and over,14.2
466,2020-02,Canada,"Total, all education levels",65 years and over,14.1
467,2020-03,Canada,"Total, all education levels",65 years and over,13.0
468,2020-04,Canada,"Total, all education levels",65 years and over,12.2
469,2020-05,Canada,"Total, all education levels",65 years and over,12.3
470,2020-06,Canada,"Total, all education levels",65 years and over,12.5
471,2020-07,Canada,"Total, all education levels",65 years and over,12.1
472,2020-08,Canada,"Total, all education levels",65 years and over,12.3
473,2020-09,Canada,"Total, all education levels",65 years and over,12.9
474,2020-10,Canada,"Total, all education levels",65 years and over,13.0
475,2020-11,Canada,"Total, all education levels",65 years and over,13.1
476,2020-12,Canada,"Total, all education levels",65 years and over,12.8
477,2021-01,Canada,"Total, all education levels",65 years and over,13.0
478,2021-02,Canada,"Total, all education levels",65 years and over,13.2
479,2021-03,Canada,"Total, all education levels",65 years and over,13.3
480,2021-04,Canada,"Total, all education levels",65 years and over,13.2
481,2021-05,Canada,"Total, all education levels",65 years and over,13.3
482,2021-06,Canada,"Total, all education levels",65 years and over,13.3
483,2021-07,Canada,"Total, all education levels",65 years and over,12.8
484,2021-08,Canada,"Total, all education levels",65 years and over,12.7
485,2021-09,Canada,"Total, all education levels",65 years and over,13.1
486,2021-10,Canada,"Total, all education levels",65 years and over,13.0
487,2021-11,Canada,"Total, all education levels",65 years and over,13.1
488,2021-12,Canada,"Total, all education levels",65 years and over,13.0
489,2022-01,Canada,"Total, all education levels",65 years and over,13.0
490,2022-02,Canada,"Total, all education levels",65 years and over,13.5
491,2022-03,Canada,"Total, all education levels",65 years and over,13.5
492,2022-04,Canada,"Total, all education levels",65 years and over,13.9
493,2022-05,Canada,"Total, all education levels",65 years and over,13.9
494,2022-06,Canada,"Total, all education levels",65 years and over,14.0
495,2022-07,Canada,"Total, all education levels",65 years and over,13.5
496,2022-08,Canada,"Total, all education levels",65 years and over,13.9
497,2022-09,Canada,"Total, all education levels",65 years and over,14.0
498,2022-10,Canada,"Total, all education levels",65 years and over,14.1
499,2022-11,Canada,"Total, all education levels",65 years and over,14.1
500,2022-12,Canada,"Total, all education levels",65 years and over,13.9
501,2023-01,Canada,"Total, all education levels",65 years and over,13.9
502,2023-02,Canada,"Total, all education levels",65 years and over,13.7
503,2023-03,Canada,"Total, all education levels",65 years and over,13.9
504,2023-04,Canada,"Total, all education levels",65 years and over,14.2
505,2023-05,Canada,"Total, all education levels",65 years and over,14.4
506,2023-06,Canada,"Total, all education levels",65 years and over,14.6
507,2023-07,Canada,"Total, all education levels",65 years and over,14.0
508,2023-08,Canada,"Total, all education levels",65 years and over,14.5
509,2023-09,Canada,"Total, all education levels",65 years and over,14.7
510,2023-10,Canada,"Total, all education levels",65 years and over,14.8
511,2023-11,Canada,"Total, all education levels",65 years and over,14.8
512,2023-12,Canada,"Total, all education levels",65 years and over,14.2
513,2024-01,Canada,"Total, all education levels",65 years and over,14.4
514,2024-02,Canada,"Total, all education levels",65 years and over,14.0
515,2024-03,Canada,"Total, all education levels",65 years and over,14.2
516,2024-04,Canada,"Total, all education levels",65 years and over,14.2
517,2024-05,Canada,"Total, all education levels",65 years and over,14.5
518,2024-06,Canada,"Total, all education levels",65 years and over,14.8
519,2024-07,Canada,"Total, all education levels",65 years and over,14.2
520,2024-08,Canada,"Total, all education levels",65 years and over,14.2
521,2024-09,Canada,"Total, all education levels",65 years and over,14.4
522,2024-10,Canada,"Total, all education levels",65 years and over,14.3
523,2024-11,Canada,"Total, all education levels",65 years and over,14.3
524,2024-12,Canada,"Total, all education levels",65 years and over,14.7
525,2025-01,Canada,"Total, all education levels",65 years and over,14.2
526,2025-02,Canada,"Total, all education levels",65 years and over,14.4
527,2025-03,Canada,"Total, all education levels",65 years and over,14.5
528,2025-04,Canada,"Total, all education levels",65 years and over,15.2
529,2025-05,Canada,"Total, all education levels",65 years and over,15.0
530,2025-06,Canada,"Total, all education levels",65 years and over,14.9
531,2025-07,Canada,"Total, all education levels",65 years and over,14.6
532,2025-08,Canada,"Total, all education levels",65 years and over,14.6
533,2025-09,Canada,"Total, all education levels",65 years and over,14.5
534,2025-10,Canada,"Total, all education levels",65 years and over,14.2
535,2025-11,Canada,"Total, all education levels",65 years and over,14.4
536,2025-12,Canada,"Total, all education levels",65 years and over,14.4
537,2026-01,Canada,"Total, all education levels",65 years and over,14.2
538,2026-02,Canada,"Total, all education levels",65 years and over,14.4
539,2026-03,Canada,"Total, all education levels",65 years and over,14.2
540,2015-01,Canada,0 to 8  years,15 to 24 years,24.0
541,2015-02,Canada,0 to 8  years,15 to 24 years,24.6
542,2015-03,Canada,0 to 8  years,15 to 24 years,23.3
543,2015-04,Canada,0 to 8  years,15 to 24 years,18.6
544,2015-05,Canada,0 to 8  years,15 to 24 years,21.2
545,2015-06,Canada,0 to 8  years,15 to 24 years,22.5
546,2015-07,Canada,0 to 8  years,15 to 24 years,31.2
547,2015-08,Canada,0 to 8  years,15 to 24 years,28.9
548,2015-09,Canada,0 to 8  years,15 to 24 years,27.9
549,2015-10,Canada,0 to 8  years,15 to 24 years,28.3
550,2015-11,Canada,0 to 8  years,15 to 24 years,27.9
551,2015-12,Canada,0 to 8  years,15 to 24 years,24.5
552,2016-01,Canada,0 to 8  years,15 to 24 years,21.7
553,2016-02,Canada,0 to 8  years,15 to 24 years,18.2
554,2016-03,Canada,0 to 8  years,15 to 24 years,17.2
555,2016-04,Canada,0 to 8  years,15 to 24 years,19.0
556,2016-05,Canada,0 to 8  years,15 to 24 years,21.0
557,2016-06,Canada,0 to 8  years,15 to 24 years,22.9
558,2016-07,Canada,0 to 8  years,15 to 24 years,29.4
559,2016-08,Canada,0 to 8  years,15 to 24 years,28.4
560,2016-09,Canada,0 to 8  years,15 to 24 years,26.2
561,2016-10,Canada,0 to 8  years,15 to 24 years,24.9
562,2016-11,Canada,0 to 8  years,15 to 24 years,27.1
563,2016-12,Canada,0 to 8  years,15 to 24 years,29.9
564,2017-01,Canada,0 to 8  years,15 to 24 years,25.0
565,2017-02,Canada,0 to 8  years,15 to 24 years,25.2
566,2017-03,Canada,0 to 8  years,15 to 24 years,26.2
567,2017-04,Canada,0 to 8  years,15 to 24 years,22.0
568,2017-05,Canada,0 to 8  years,15 to 24 years,20.4
569,2017-06,Canada,0 to 8  years,15 to 24 years,23.3
570,2017-07,Canada,0 to 8  years,15 to 24 years,29.4
571,2017-08,Canada,0 to 8  years,15 to 24 years,31.2
572,2017-09,Canada,0 to 8  years,15 to 24 years,24.2
573,2017-10,Canada,0 to 8  years,15 to 24 years,29.0
574,2017-11,Canada,0 to 8  years,15 to 24 years,33.3
575,2017-12,Canada,0 to 8  years,15 to 24 years,30.8
576,2018-01,Canada,0 to 8  years,15 to 24 years,28.1
577,2018-02,Canada,0 to 8  years,15 to 24 years,27.2
578,2018-03,Canada,0 to 8  years,15 to 24 years,24.8
579,2018-04,Canada,0 to 8  years,15 to 24 years,25.3
580,2018-05,Canada,0 to 8  years,15 to 24 years,29.5
581,2018-06,Canada,0 to 8  years,15 to 24 years,29.5
582,2018-07,Canada,0 to 8  years,15 to 24 years,30.8
583,2018-08,Canada,0 to 8  years,15 to 24 years,32.7
584,2018-09,Canada,0 to 8  years,15 to 24 years,27.9
585,2018-10,Canada,0 to 8  years,15 to 24 years,31.0
586,2018-11,Canada,0 to 8  years,15 to 24 years,32.4
587,2018-12,Canada,0 to 8  years,15 to 24 years,33.0
588,2019-01,Canada,0 to 8  years,15 to 24 years,32.3
589,2019-02,Canada,0 to 8  years,15 to 24 years,29.9
590,2019-03,Canada,0 to 8  years,15 to 24 years,29.7
591,2019-04,Canada,0 to 8  years,15 to 24 years,28.5
592,2019-05,Canada,0 to 8  years,15 to 24 years,26.6
593,2019-06,Canada,0 to 8  years,15 to 24 years,27.6
594,2019-07,Canada,0 to 8  years,15 to 24 years,31.7
595,2019-08,Canada,0 to 8  years,15 to 24 years,30.7
596,2019-09,Canada,0 to 8  years,15 to 24 years,25.4
597,2019-10,Canada,0 to 8  years,15 to 24 years,28.2
598,2019-11,Canada,0 to 8  years,15 to 24 years,30.3
599,2019-12,Canada,0 to 8  years,15 to 24 years,31.4
600,2020-01,Canada,0 to 8  years,15 to 24 years,30.0
601,2020-02,Canada,0 to 8  years,15 to 24 years,26.7
602,2020-03,Canada,0 to 8  years,15 to 24 years,21.1
603,2020-04,Canada,0 to 8  years,15 to 24 years,16.7
604,2020-05,Canada,0 to 8  years,15 to 24 years,14.6
605,2020-06,Canada,0 to 8  years,15 to 24 years,20.0
606,2020-07,Canada,0 to 8  years,15 to 24 years,23.4
607,2020-08,Canada,0 to 8  years,15 to 24 years,27.1
608,2020-09,Canada,0 to 8  years,15 to 24 years,26.5
609,2020-10,Canada,0 to 8  years,15 to 24 years,25.9
610,2020-11,Canada,0 to 8  years,15 to 24 years,24.9
611,2020-12,Canada,0 to 8  years,15 to 24 years,23.8
612,2021-01,Canada,0 to 8  years,15 to 24 years,18.0
613,2021-02,Canada,0 to 8  years,15 to 24 years,19.9
614,2021-03,Canada,0 to 8  years,15 to 24 years,20.3
615,2021-04,Canada,0 to 8  years,15 to 24 years,18.9
616,2021-05,Canada,0 to 8  years,15 to 24 years,20.8
617,2021-06,Canada,0 to 8  years,15 to 24 years,29.4
618,2021-07,Canada,0 to 8  years,15 to 24 years,38.9
619,2021-08,Canada,0 to 8  years,15 to 24 years,34.2
620,2021-09,Canada,0 to 8  years,15 to 24 years,27.3
621,2021-10,Canada,0 to 8  years,15 to 24 years,32.0
622,2021-11,Canada,0 to 8  years,15 to 24 years,34.7
623,2021-12,Canada,0 to 8  years,15 to 24 years,36.0
624,2022-01,Canada,0 to 8  years,15 to 24 years,28.2
625,2022-02,Canada,0 to 8  years,15 to 24 years,25.8
626,2022-03,Canada,0 to 8  years,15 to 24 years,25.4
627,2022-04,Canada,0 to 8  years,15 to 24 years,23.9
628,2022-05,Canada,0 to 8  years,15 to 24 years,26.9
629,2022-06,Canada,0 to 8  years,15 to 24 years,27.7
630,2022-07,Canada,0 to 8  years,15 to 24 years,36.8
631,2022-08,Canada,0 to 8  years,15 to 24 years,38.7
632,2022-09,Canada,0 to 8  years,15 to 24 years,32.5
633,2022-10,Canada,0 to 8  years,15 to 24 years,34.8
634,2022-11,Canada,0 to 8  years,15 to 24 years,34.8
635,2022-12,Canada,0 to 8  years,15 to 24 years,35.8
636,2023-01,Canada,0 to 8  years,15 to 24 years,24.9
637,2023-02,Canada,0 to 8  years,15 to 24 years,21.0
638,2023-03,Canada,0 to 8  years,15 to 24 years,24.7
639,2023-04,Canada,0 to 8  years,15 to 24 years,22.6
640,2023-05,Canada,0 to 8  years,15 to 24 years,23.3
641,2023-06,Canada,0 to 8  years,15 to 24 years,31.3
642,2023-07,Canada,0 to 8  years,15 to 24 years,36.3
643,2023-08,Canada,0 to 8  years,15 to 24 years,35.1
644,2023-09,Canada,0 to 8  years,15 to 24 years,26.4
645,2023-10,Canada,0 to 8  years,15 to 24 years,29.4
646,2023-11,Canada,0 to 8  years,15 to 24 years,31.3
647,2023-12,Canada,0 to 8  years,15 to 24 years,30.8
648,2024-01,Canada,0 to 8  years,15 to 24 years,26.2
649,2024-02,Canada,0 to 8  years,15 to 24 years,21.6
650,2024-03,Canada,0 to 8  years,15 to 24 years,21.5
651,2024-04,Canada,0 to 8  years,15 to 24 years,19.4
652,2024-05,Canada,0 to 8  years,15 to 24 years,19.5
653,2024-06,Canada,0 to 8  years,15 to 24 years,20.6
654,2024-07,Canada,0 to 8  years,15 to 24 years,24.6
655,2024-08,Canada,0 to 8  years,15 to 24 years,27.8
656,2024-09,Canada,0 to 8  years,15 to 24 years,23.4
657,2024-10,Canada,0 to 8  years,15 to 24 years,26.3
658,2024-11,Canada,0 to 8  years,15 to 24 years,27.8
659,2024-12,Canada,0 to 8  years,15 to 24 years,27.5
660,2025-01,Canada,0 to 8  years,15 to 24 years,27.5
661,2025-02,Canada,0 to 8  years,15 to 24 years,25.0
662,2025-03,Canada,0 to 8  years,15 to 24 years,21.3
663,2025-04,Canada,0 to 8  years,15 to 24 years,19.5
664,2025-05,Canada,0 to 8  years,15 to 24 years,20.9
665,2025-06,Canada,0 to 8  years,15 to 24 years,27.6
666,2025-07,Canada,0 to 8  years,15 to 24 years,30.1
667,2025-08,Canada,0 to 8  years,15 to 24 years,30.5
668,2025-09,Canada,0 to 8  years,15 to 24 years,25.9
669,2025-10,Canada,0 to 8  years,15 to 24 years,26.2
670,2025-11,Canada,0 to 8  years,15 to 24 years,32.1
671,2025-12,Canada,0 to 8  years,15 to 24 years,31.2
672,2026-01,Canada,0 to 8  years,15 to 24 years,24.0
673,2026-02,Canada,0 to 8  years,15 to 24 years,19.5
674,2026-03,Canada,0 to 8  years,15 to 24 years,23.9
675,2015-01,Canada,0 to 8  years,25 to 54 years,45.4
676,2015-02,Canada,0 to 8  years,25 to 54 years,45.8
677,2015-03,Canada,0 to 8  years,25 to 54 years,45.2
678,2015-04,Canada,0 to 8  years,25 to 54 years,47.7
679,2015-05,Canada,0 to 8  years,25 to 54 years,50.7
