"REF_DATE","GEO","DGUID","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Newfoundland and Labrador","2016A000210","Interest paid","Dollars","81","millions","6","v62790698","2.10","973","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Interest paid","Dollars","81","millions","6","v62790698","2.10","861","","","","0"
"2022","Newfoundland and Labrador","2016A000210","Interest paid","Dollars","81","millions","6","v62790698","2.10","983","","","","0"
"2023","Newfoundland and Labrador","2016A000210","Interest paid","Dollars","81","millions","6","v62790698","2.10","1344","","","","0"
"2024","Newfoundland and Labrador","2016A000210","Interest paid","Dollars","81","millions","6","v62790698","2.10","1368","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Mortgage interest paid","Dollars","81","millions","6","v62790699","2.11","423","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Mortgage interest paid","Dollars","81","millions","6","v62790699","2.11","414","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Mortgage interest paid","Dollars","81","millions","6","v62790699","2.11","412","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Mortgage interest paid","Dollars","81","millions","6","v62790699","2.11","453","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Mortgage interest paid","Dollars","81","millions","6","v62790699","2.11","495","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Mortgage interest paid","Dollars","81","millions","6","v62790699","2.11","450","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Mortgage interest paid","Dollars","81","millions","6","v62790699","2.11","395","","","","0"
"2022","Newfoundland and Labrador","2016A000210","Mortgage interest paid","Dollars","81","millions","6","v62790699","2.11","455","","","","0"
"2023","Newfoundland and Labrador","2016A000210","Mortgage interest paid","Dollars","81","millions","6","v62790699","2.11","651","","","","0"
"2024","Newfoundland and Labrador","2016A000210","Mortgage interest paid","Dollars","81","millions","6","v62790699","2.11","723","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Non-mortgage interest paid","Dollars","81","millions","6","v62790700","2.12","466","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Non-mortgage interest paid","Dollars","81","millions","6","v62790700","2.12","486","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Non-mortgage interest paid","Dollars","81","millions","6","v62790700","2.12","510","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Non-mortgage interest paid","Dollars","81","millions","6","v62790700","2.12","547","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Non-mortgage interest paid","Dollars","81","millions","6","v62790700","2.12","584","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Non-mortgage interest paid","Dollars","81","millions","6","v62790700","2.12","523","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Non-mortgage interest paid","Dollars","81","millions","6","v62790700","2.12","466","","","","0"
"2022","Newfoundland and Labrador","2016A000210","Non-mortgage interest paid","Dollars","81","millions","6","v62790700","2.12","528","","","","0"
"2023","Newfoundland and Labrador","2016A000210","Non-mortgage interest paid","Dollars","81","millions","6","v62790700","2.12","693","","","","0"
"2024","Newfoundland and Labrador","2016A000210","Non-mortgage interest paid","Dollars","81","millions","6","v62790700","2.12","645","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Divided by: household disposable income","Dollars","81","millions","6","v62790701","2.13","17874","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Divided by: household disposable income","Dollars","81","millions","6","v62790701","2.13","17601","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Divided by: household disposable income","Dollars","81","millions","6","v62790701","2.13","17785","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Divided by: household disposable income","Dollars","81","millions","6","v62790701","2.13","18142","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Divided by: household disposable income","Dollars","81","millions","6","v62790701","2.13","18527","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Divided by: household disposable income","Dollars","81","millions","6","v62790701","2.13","19627","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Divided by: household disposable income","Dollars","81","millions","6","v62790701","2.13","20620","","","","0"
"2022","Newfoundland and Labrador","2016A000210","Divided by: household disposable income","Dollars","81","millions","6","v62790701","2.13","20725","","","","0"
"2023","Newfoundland and Labrador","2016A000210","Divided by: household disposable income","Dollars","81","millions","6","v62790701","2.13","22527","","","","0"
"2024","Newfoundland and Labrador","2016A000210","Divided by: household disposable income","Dollars","81","millions","6","v62790701","2.13","24006","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790702","2.14","4.97","","","","2"
"2016","Newfoundland and Labrador","2016A000210","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790702","2.14","5.11","","","","2"
"2017","Newfoundland and Labrador","2016A000210","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790702","2.14","5.18","","","","2"
"2018","Newfoundland and Labrador","2016A000210","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790702","2.14","5.51","","","","2"
"2019","Newfoundland and Labrador","2016A000210","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790702","2.14","5.82","","","","2"
"2020","Newfoundland and Labrador","2016A000210","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790702","2.14","4.96","","","","2"
"2021","Newfoundland and Labrador","2016A000210","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790702","2.14","4.18","","","","2"
"2022","Newfoundland and Labrador","2016A000210","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790702","2.14","4.74","","","","2"
"2023","Newfoundland and Labrador","2016A000210","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790702","2.14","5.97","","","","2"
"2024","Newfoundland and Labrador","2016A000210","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790702","2.14","5.70","","","","2"
"2015","Prince Edward Island","2016A000211","Household income","Dollars","81","millions","6","v62790703","3.1","5763","","","","0"
"2016","Prince Edward Island","2016A000211","Household income","Dollars","81","millions","6","v62790703","3.1","6000","","","","0"
"2017","Prince Edward Island","2016A000211","Household income","Dollars","81","millions","6","v62790703","3.1","6318","","","","0"
"2018","Prince Edward Island","2016A000211","Household income","Dollars","81","millions","6","v62790703","3.1","6511","","","","0"
"2019","Prince Edward Island","2016A000211","Household income","Dollars","81","millions","6","v62790703","3.1","6904","","","","0"
"2020","Prince Edward Island","2016A000211","Household income","Dollars","81","millions","6","v62790703","3.1","7469","","","","0"
"2021","Prince Edward Island","2016A000211","Household income","Dollars","81","millions","6","v62790703","3.1","8069","","","","0"
"2022","Prince Edward Island","2016A000211","Household income","Dollars","81","millions","6","v62790703","3.1","8573","","","","0"
"2023","Prince Edward Island","2016A000211","Household income","Dollars","81","millions","6","v62790703","3.1","9370","","","","0"
"2024","Prince Edward Island","2016A000211","Household income","Dollars","81","millions","6","v62790703","3.1","10149","","","","0"
"2015","Prince Edward Island","2016A000211","Compensation of employees","Dollars","81","millions","6","v62790704","3.2","3257","","","","0"
"2016","Prince Edward Island","2016A000211","Compensation of employees","Dollars","81","millions","6","v62790704","3.2","3319","","","","0"
"2017","Prince Edward Island","2016A000211","Compensation of employees","Dollars","81","millions","6","v62790704","3.2","3496","","","","0"
"2018","Prince Edward Island","2016A000211","Compensation of employees","Dollars","81","millions","6","v62790704","3.2","3619","","","","0"
"2019","Prince Edward Island","2016A000211","Compensation of employees","Dollars","81","millions","6","v62790704","3.2","3819","","","","0"
"2020","Prince Edward Island","2016A000211","Compensation of employees","Dollars","81","millions","6","v62790704","3.2","3883","","","","0"
"2021","Prince Edward Island","2016A000211","Compensation of employees","Dollars","81","millions","6","v62790704","3.2","4268","","","","0"
"2022","Prince Edward Island","2016A000211","Compensation of employees","Dollars","81","millions","6","v62790704","3.2","4635","","","","0"
"2023","Prince Edward Island","2016A000211","Compensation of employees","Dollars","81","millions","6","v62790704","3.2","5067","","","","0"
"2024","Prince Edward Island","2016A000211","Compensation of employees","Dollars","81","millions","6","v62790704","3.2","5442","","","","0"
"2015","Prince Edward Island","2016A000211","Net mixed income","Dollars","81","millions","6","v62790705","3.3","689","","","","0"
"2016","Prince Edward Island","2016A000211","Net mixed income","Dollars","81","millions","6","v62790705","3.3","767","","","","0"
"2017","Prince Edward Island","2016A000211","Net mixed income","Dollars","81","millions","6","v62790705","3.3","803","","","","0"
"2018","Prince Edward Island","2016A000211","Net mixed income","Dollars","81","millions","6","v62790705","3.3","807","","","","0"
"2019","Prince Edward Island","2016A000211","Net mixed income","Dollars","81","millions","6","v62790705","3.3","875","","","","0"
"2020","Prince Edward Island","2016A000211","Net mixed income","Dollars","81","millions","6","v62790705","3.3","873","","","","0"
"2021","Prince Edward Island","2016A000211","Net mixed income","Dollars","81","millions","6","v62790705","3.3","1118","","","","0"
"2022","Prince Edward Island","2016A000211","Net mixed income","Dollars","81","millions","6","v62790705","3.3","1247","","","","0"
"2023","Prince Edward Island","2016A000211","Net mixed income","Dollars","81","millions","6","v62790705","3.3","1309","","","","0"
"2024","Prince Edward Island","2016A000211","Net mixed income","Dollars","81","millions","6","v62790705","3.3","1471","","","","0"
"2015","Prince Edward Island","2016A000211","Property income received","Dollars","81","millions","6","v62790706","3.4","519","","","","0"
"2016","Prince Edward Island","2016A000211","Property income received","Dollars","81","millions","6","v62790706","3.4","528","","","","0"
"2017","Prince Edward Island","2016A000211","Property income received","Dollars","81","millions","6","v62790706","3.4","552","","","","0"
"2018","Prince Edward Island","2016A000211","Property income received","Dollars","81","millions","6","v62790706","3.4","530","","","","0"
"2019","Prince Edward Island","2016A000211","Property income received","Dollars","81","millions","6","v62790706","3.4","560","","","","0"
"2020","Prince Edward Island","2016A000211","Property income received","Dollars","81","millions","6","v62790706","3.4","574","","","","0"
"2021","Prince Edward Island","2016A000211","Property income received","Dollars","81","millions","6","v62790706","3.4","592","","","","0"
"2022","Prince Edward Island","2016A000211","Property income received","Dollars","81","millions","6","v62790706","3.4","631","","","","0"
"2023","Prince Edward Island","2016A000211","Property income received","Dollars","81","millions","6","v62790706","3.4","779","","","","0"
"2024","Prince Edward Island","2016A000211","Property income received","Dollars","81","millions","6","v62790706","3.4","888","","","","0"
"2015","Prince Edward Island","2016A000211","Current transfers received","Dollars","81","millions","6","v62790707","3.5","1298","","","","0"
"2016","Prince Edward Island","2016A000211","Current transfers received","Dollars","81","millions","6","v62790707","3.5","1386","","","","0"
"2017","Prince Edward Island","2016A000211","Current transfers received","Dollars","81","millions","6","v62790707","3.5","1467","","","","0"
"2018","Prince Edward Island","2016A000211","Current transfers received","Dollars","81","millions","6","v62790707","3.5","1555","","","","0"
"2019","Prince Edward Island","2016A000211","Current transfers received","Dollars","81","millions","6","v62790707","3.5","1650","","","","0"
"2020","Prince Edward Island","2016A000211","Current transfers received","Dollars","81","millions","6","v62790707","3.5","2139","","","","0"
"2021","Prince Edward Island","2016A000211","Current transfers received","Dollars","81","millions","6","v62790707","3.5","2091","","","","0"
