"REF_DATE","GEO","DGUID","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Quebec","2016A000224","Property income received","Dollars","81","millions","6","v62790748","6.4","44404","","","","0"
"2021","Quebec","2016A000224","Property income received","Dollars","81","millions","6","v62790748","6.4","45478","","","","0"
"2022","Quebec","2016A000224","Property income received","Dollars","81","millions","6","v62790748","6.4","50690","","","","0"
"2023","Quebec","2016A000224","Property income received","Dollars","81","millions","6","v62790748","6.4","60176","","","","0"
"2024","Quebec","2016A000224","Property income received","Dollars","81","millions","6","v62790748","6.4","68104","","","","0"
"2015","Quebec","2016A000224","Current transfers received","Dollars","81","millions","6","v62790749","6.5","72058","","","","0"
"2016","Quebec","2016A000224","Current transfers received","Dollars","81","millions","6","v62790749","6.5","76126","","","","0"
"2017","Quebec","2016A000224","Current transfers received","Dollars","81","millions","6","v62790749","6.5","78610","","","","0"
"2018","Quebec","2016A000224","Current transfers received","Dollars","81","millions","6","v62790749","6.5","81666","","","","0"
"2019","Quebec","2016A000224","Current transfers received","Dollars","81","millions","6","v62790749","6.5","84549","","","","0"
"2020","Quebec","2016A000224","Current transfers received","Dollars","81","millions","6","v62790749","6.5","108549","","","","0"
"2021","Quebec","2016A000224","Current transfers received","Dollars","81","millions","6","v62790749","6.5","102731","","","","0"
"2022","Quebec","2016A000224","Current transfers received","Dollars","81","millions","6","v62790749","6.5","105217","","","","0"
"2023","Quebec","2016A000224","Current transfers received","Dollars","81","millions","6","v62790749","6.5","105289","","","","0"
"2024","Quebec","2016A000224","Current transfers received","Dollars","81","millions","6","v62790749","6.5","111028","","","","0"
"2015","Quebec","2016A000224","Household outlays","Dollars","81","millions","6","v62790750","6.6","353849","","","","0"
"2016","Quebec","2016A000224","Household outlays","Dollars","81","millions","6","v62790750","6.6","366070","","","","0"
"2017","Quebec","2016A000224","Household outlays","Dollars","81","millions","6","v62790750","6.6","380621","","","","0"
"2018","Quebec","2016A000224","Household outlays","Dollars","81","millions","6","v62790750","6.6","400986","","","","0"
"2019","Quebec","2016A000224","Household outlays","Dollars","81","millions","6","v62790750","6.6","418933","","","","0"
"2020","Quebec","2016A000224","Household outlays","Dollars","81","millions","6","v62790750","6.6","404798","","","","0"
"2021","Quebec","2016A000224","Household outlays","Dollars","81","millions","6","v62790750","6.6","441593","","","","0"
"2022","Quebec","2016A000224","Household outlays","Dollars","81","millions","6","v62790750","6.6","492554","","","","0"
"2023","Quebec","2016A000224","Household outlays","Dollars","81","millions","6","v62790750","6.6","525197","","","","0"
"2024","Quebec","2016A000224","Household outlays","Dollars","81","millions","6","v62790750","6.6","556525","","","","0"
"2015","Quebec","2016A000224","Property income paid","Dollars","81","millions","6","v62790751","6.7","9859","","","","0"
"2016","Quebec","2016A000224","Property income paid","Dollars","81","millions","6","v62790751","6.7","9873","","","","0"
"2017","Quebec","2016A000224","Property income paid","Dollars","81","millions","6","v62790751","6.7","10331","","","","0"
"2018","Quebec","2016A000224","Property income paid","Dollars","81","millions","6","v62790751","6.7","12188","","","","0"
"2019","Quebec","2016A000224","Property income paid","Dollars","81","millions","6","v62790751","6.7","13504","","","","0"
"2020","Quebec","2016A000224","Property income paid","Dollars","81","millions","6","v62790751","6.7","12170","","","","0"
"2021","Quebec","2016A000224","Property income paid","Dollars","81","millions","6","v62790751","6.7","10996","","","","0"
"2022","Quebec","2016A000224","Property income paid","Dollars","81","millions","6","v62790751","6.7","13685","","","","0"
"2023","Quebec","2016A000224","Property income paid","Dollars","81","millions","6","v62790751","6.7","21689","","","","0"
"2024","Quebec","2016A000224","Property income paid","Dollars","81","millions","6","v62790751","6.7","24254","","","","0"
"2015","Quebec","2016A000224","Current transfers paid","Dollars","81","millions","6","v62790752","6.8","116461","","","","0"
"2016","Quebec","2016A000224","Current transfers paid","Dollars","81","millions","6","v62790752","6.8","122336","","","","0"
"2017","Quebec","2016A000224","Current transfers paid","Dollars","81","millions","6","v62790752","6.8","126315","","","","0"
"2018","Quebec","2016A000224","Current transfers paid","Dollars","81","millions","6","v62790752","6.8","135134","","","","0"
"2019","Quebec","2016A000224","Current transfers paid","Dollars","81","millions","6","v62790752","6.8","143035","","","","0"
"2020","Quebec","2016A000224","Current transfers paid","Dollars","81","millions","6","v62790752","6.8","144303","","","","0"
"2021","Quebec","2016A000224","Current transfers paid","Dollars","81","millions","6","v62790752","6.8","158351","","","","0"
"2022","Quebec","2016A000224","Current transfers paid","Dollars","81","millions","6","v62790752","6.8","171133","","","","0"
"2023","Quebec","2016A000224","Current transfers paid","Dollars","81","millions","6","v62790752","6.8","177819","","","","0"
"2024","Quebec","2016A000224","Current transfers paid","Dollars","81","millions","6","v62790752","6.8","189829","","","","0"
"2015","Quebec","2016A000224","Household final consumption expenditure","Dollars","81","millions","6","v62790753","6.9","227529","","","","0"
"2016","Quebec","2016A000224","Household final consumption expenditure","Dollars","81","millions","6","v62790753","6.9","233861","","","","0"
"2017","Quebec","2016A000224","Household final consumption expenditure","Dollars","81","millions","6","v62790753","6.9","243975","","","","0"
"2018","Quebec","2016A000224","Household final consumption expenditure","Dollars","81","millions","6","v62790753","6.9","253664","","","","0"
"2019","Quebec","2016A000224","Household final consumption expenditure","Dollars","81","millions","6","v62790753","6.9","262394","","","","0"
"2020","Quebec","2016A000224","Household final consumption expenditure","Dollars","81","millions","6","v62790753","6.9","248325","","","","0"
"2021","Quebec","2016A000224","Household final consumption expenditure","Dollars","81","millions","6","v62790753","6.9","272246","","","","0"
"2022","Quebec","2016A000224","Household final consumption expenditure","Dollars","81","millions","6","v62790753","6.9","307736","","","","0"
"2023","Quebec","2016A000224","Household final consumption expenditure","Dollars","81","millions","6","v62790753","6.9","325689","","","","0"
"2024","Quebec","2016A000224","Household final consumption expenditure","Dollars","81","millions","6","v62790753","6.9","342442","","","","0"
"2015","Quebec","2016A000224","Interest paid","Dollars","81","millions","6","v62790754","6.10","13784","","","","0"
"2016","Quebec","2016A000224","Interest paid","Dollars","81","millions","6","v62790754","6.10","13931","","","","0"
"2017","Quebec","2016A000224","Interest paid","Dollars","81","millions","6","v62790754","6.10","14322","","","","0"
"2018","Quebec","2016A000224","Interest paid","Dollars","81","millions","6","v62790754","6.10","16298","","","","0"
"2019","Quebec","2016A000224","Interest paid","Dollars","81","millions","6","v62790754","6.10","17666","","","","0"
"2020","Quebec","2016A000224","Interest paid","Dollars","81","millions","6","v62790754","6.10","16426","","","","0"
"2021","Quebec","2016A000224","Interest paid","Dollars","81","millions","6","v62790754","6.10","15458","","","","0"
"2022","Quebec","2016A000224","Interest paid","Dollars","81","millions","6","v62790754","6.10","18477","","","","0"
"2023","Quebec","2016A000224","Interest paid","Dollars","81","millions","6","v62790754","6.10","26617","","","","0"
"2024","Quebec","2016A000224","Interest paid","Dollars","81","millions","6","v62790754","6.10","29248","","","","0"
"2015","Quebec","2016A000224","Mortgage interest paid","Dollars","81","millions","6","v62790755","6.11","6843","","","","0"
"2016","Quebec","2016A000224","Mortgage interest paid","Dollars","81","millions","6","v62790755","6.11","6717","","","","0"
"2017","Quebec","2016A000224","Mortgage interest paid","Dollars","81","millions","6","v62790755","6.11","6837","","","","0"
"2018","Quebec","2016A000224","Mortgage interest paid","Dollars","81","millions","6","v62790755","6.11","7726","","","","0"
"2019","Quebec","2016A000224","Mortgage interest paid","Dollars","81","millions","6","v62790755","6.11","8542","","","","0"
"2020","Quebec","2016A000224","Mortgage interest paid","Dollars","81","millions","6","v62790755","6.11","8335","","","","0"
"2021","Quebec","2016A000224","Mortgage interest paid","Dollars","81","millions","6","v62790755","6.11","7896","","","","0"
"2022","Quebec","2016A000224","Mortgage interest paid","Dollars","81","millions","6","v62790755","6.11","9341","","","","0"
"2023","Quebec","2016A000224","Mortgage interest paid","Dollars","81","millions","6","v62790755","6.11","14183","","","","0"
"2024","Quebec","2016A000224","Mortgage interest paid","Dollars","81","millions","6","v62790755","6.11","15896","","","","0"
"2015","Quebec","2016A000224","Non-mortgage interest paid","Dollars","81","millions","6","v62790756","6.12","6941","","","","0"
"2016","Quebec","2016A000224","Non-mortgage interest paid","Dollars","81","millions","6","v62790756","6.12","7214","","","","0"
"2017","Quebec","2016A000224","Non-mortgage interest paid","Dollars","81","millions","6","v62790756","6.12","7485","","","","0"
"2018","Quebec","2016A000224","Non-mortgage interest paid","Dollars","81","millions","6","v62790756","6.12","8572","","","","0"
"2019","Quebec","2016A000224","Non-mortgage interest paid","Dollars","81","millions","6","v62790756","6.12","9124","","","","0"
"2020","Quebec","2016A000224","Non-mortgage interest paid","Dollars","81","millions","6","v62790756","6.12","8091","","","","0"
"2021","Quebec","2016A000224","Non-mortgage interest paid","Dollars","81","millions","6","v62790756","6.12","7562","","","","0"
"2022","Quebec","2016A000224","Non-mortgage interest paid","Dollars","81","millions","6","v62790756","6.12","9136","","","","0"
"2023","Quebec","2016A000224","Non-mortgage interest paid","Dollars","81","millions","6","v62790756","6.12","12434","","","","0"
"2024","Quebec","2016A000224","Non-mortgage interest paid","Dollars","81","millions","6","v62790756","6.12","13352","","","","0"
"2015","Quebec","2016A000224","Divided by: household disposable income","Dollars","81","millions","6","v62790757","6.13","237650","","","","0"
"2016","Quebec","2016A000224","Divided by: household disposable income","Dollars","81","millions","6","v62790757","6.13","242921","","","","0"
"2017","Quebec","2016A000224","Divided by: household disposable income","Dollars","81","millions","6","v62790757","6.13","254884","","","","0"
"2018","Quebec","2016A000224","Divided by: household disposable income","Dollars","81","millions","6","v62790757","6.13","264077","","","","0"
"2019","Quebec","2016A000224","Divided by: household disposable income","Dollars","81","millions","6","v62790757","6.13","276333","","","","0"
"2020","Quebec","2016A000224","Divided by: household disposable income","Dollars","81","millions","6","v62790757","6.13","297615","","","","0"
"2021","Quebec","2016A000224","Divided by: household disposable income","Dollars","81","millions","6","v62790757","6.13","306691","","","","0"
"2022","Quebec","2016A000224","Divided by: household disposable income","Dollars","81","millions","6","v62790757","6.13","329402","","","","0"
"2023","Quebec","2016A000224","Divided by: household disposable income","Dollars","81","millions","6","v62790757","6.13","349897","","","","0"
"2024","Quebec","2016A000224","Divided by: household disposable income","Dollars","81","millions","6","v62790757","6.13","374908","","","","0"
"2015","Quebec","2016A000224","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790758","6.14","5.80","","","","2"
"2016","Quebec","2016A000224","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790758","6.14","5.73","","","","2"
"2017","Quebec","2016A000224","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790758","6.14","5.62","","","","2"
"2018","Quebec","2016A000224","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790758","6.14","6.17","","","","2"
"2019","Quebec","2016A000224","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790758","6.14","6.39","","","","2"
"2020","Quebec","2016A000224","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790758","6.14","5.52","","","","2"
"2021","Quebec","2016A000224","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790758","6.14","5.04","","","","2"
"2022","Quebec","2016A000224","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790758","6.14","5.61","","","","2"
"2023","Quebec","2016A000224","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790758","6.14","7.61","","","","2"
"2024","Quebec","2016A000224","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790758","6.14","7.80","","","","2"
"2015","Ontario","2016A000235","Household income","Dollars","81","millions","6","v62790759","7.1","644901","","","","0"
"2016","Ontario","2016A000235","Household income","Dollars","81","millions","6","v62790759","7.1","659169","","","","0"
"2017","Ontario","2016A000235","Household income","Dollars","81","millions","6","v62790759","7.1","688100","","","","0"
"2018","Ontario","2016A000235","Household income","Dollars","81","millions","6","v62790759","7.1","723059","","","","0"
"2019","Ontario","2016A000235","Household income","Dollars","81","millions","6","v62790759","7.1","757743","","","","0"
"2020","Ontario","2016A000235","Household income","Dollars","81","millions","6","v62790759","7.1","804508","","","","0"
"2021","Ontario","2016A000235","Household income","Dollars","81","millions","6","v62790759","7.1","841191","","","","0"
"2022","Ontario","2016A000235","Household income","Dollars","81","millions","6","v62790759","7.1","886321","","","","0"
"2023","Ontario","2016A000235","Household income","Dollars","81","millions","6","v62790759","7.1","965764","","","","0"
"2024","Ontario","2016A000235","Household income","Dollars","81","millions","6","v62790759","7.1","1045622","","","","0"
"2015","Ontario","2016A000235","Compensation of employees","Dollars","81","millions","6","v62790760","7.2","396823","","","","0"
"2016","Ontario","2016A000235","Compensation of employees","Dollars","81","millions","6","v62790760","7.2","403026","","","","0"
"2017","Ontario","2016A000235","Compensation of employees","Dollars","81","millions","6","v62790760","7.2","418898","","","","0"
"2018","Ontario","2016A000235","Compensation of employees","Dollars","81","millions","6","v62790760","7.2","445885","","","","0"
"2019","Ontario","2016A000235","Compensation of employees","Dollars","81","millions","6","v62790760","7.2","464075","","","","0"
"2020","Ontario","2016A000235","Compensation of employees","Dollars","81","millions","6","v62790760","7.2","463841","","","","0"
"2021","Ontario","2016A000235","Compensation of employees","Dollars","81","millions","6","v62790760","7.2","505935","","","","0"
"2022","Ontario","2016A000235","Compensation of employees","Dollars","81","millions","6","v62790760","7.2","549851","","","","0"
"2023","Ontario","2016A000235","Compensation of employees","Dollars","81","millions","6","v62790760","7.2","587975","","","","0"
"2024","Ontario","2016A000235","Compensation of employees","Dollars","81","millions","6","v62790760","7.2","625313","","","","0"
"2015","Ontario","2016A000235","Net mixed income","Dollars","81","millions","6","v62790761","7.3","63251","","","","0"
"2016","Ontario","2016A000235","Net mixed income","Dollars","81","millions","6","v62790761","7.3","65890","","","","0"
"2017","Ontario","2016A000235","Net mixed income","Dollars","81","millions","6","v62790761","7.3","69078","","","","0"
"2018","Ontario","2016A000235","Net mixed income","Dollars","81","millions","6","v62790761","7.3","71478","","","","0"
"2019","Ontario","2016A000235","Net mixed income","Dollars","81","millions","6","v62790761","7.3","76719","","","","0"
"2020","Ontario","2016A000235","Net mixed income","Dollars","81","millions","6","v62790761","7.3","75705","","","","0"
"2021","Ontario","2016A000235","Net mixed income","Dollars","81","millions","6","v62790761","7.3","77087","","","","0"
"2022","Ontario","2016A000235","Net mixed income","Dollars","81","millions","6","v62790761","7.3","80474","","","","0"
"2023","Ontario","2016A000235","Net mixed income","Dollars","81","millions","6","v62790761","7.3","90951","","","","0"
"2024","Ontario","2016A000235","Net mixed income","Dollars","81","millions","6","v62790761","7.3","101917","","","","0"
"2015","Ontario","2016A000235","Property income received","Dollars","81","millions","6","v62790762","7.4","75902","","","","0"
"2016","Ontario","2016A000235","Property income received","Dollars","81","millions","6","v62790762","7.4","75309","","","","0"
"2017","Ontario","2016A000235","Property income received","Dollars","81","millions","6","v62790762","7.4","79246","","","","0"
"2018","Ontario","2016A000235","Property income received","Dollars","81","millions","6","v62790762","7.4","80380","","","","0"
"2019","Ontario","2016A000235","Property income received","Dollars","81","millions","6","v62790762","7.4","87401","","","","0"
"2020","Ontario","2016A000235","Property income received","Dollars","81","millions","6","v62790762","7.4","85929","","","","0"
"2021","Ontario","2016A000235","Property income received","Dollars","81","millions","6","v62790762","7.4","90084","","","","0"
"2022","Ontario","2016A000235","Property income received","Dollars","81","millions","6","v62790762","7.4","99218","","","","0"
"2023","Ontario","2016A000235","Property income received","Dollars","81","millions","6","v62790762","7.4","124375","","","","0"
"2024","Ontario","2016A000235","Property income received","Dollars","81","millions","6","v62790762","7.4","139853","","","","0"
"2015","Ontario","2016A000235","Current transfers received","Dollars","81","millions","6","v62790763","7.5","108925","","","","0"
"2016","Ontario","2016A000235","Current transfers received","Dollars","81","millions","6","v62790763","7.5","114944","","","","0"
"2017","Ontario","2016A000235","Current transfers received","Dollars","81","millions","6","v62790763","7.5","120878","","","","0"
"2018","Ontario","2016A000235","Current transfers received","Dollars","81","millions","6","v62790763","7.5","125316","","","","0"
"2019","Ontario","2016A000235","Current transfers received","Dollars","81","millions","6","v62790763","7.5","129548","","","","0"
"2020","Ontario","2016A000235","Current transfers received","Dollars","81","millions","6","v62790763","7.5","179033","","","","0"
"2021","Ontario","2016A000235","Current transfers received","Dollars","81","millions","6","v62790763","7.5","168085","","","","0"
"2022","Ontario","2016A000235","Current transfers received","Dollars","81","millions","6","v62790763","7.5","156779","","","","0"
"2023","Ontario","2016A000235","Current transfers received","Dollars","81","millions","6","v62790763","7.5","162463","","","","0"
"2024","Ontario","2016A000235","Current transfers received","Dollars","81","millions","6","v62790763","7.5","178539","","","","0"
"2015","Ontario","2016A000235","Household outlays","Dollars","81","millions","6","v62790764","7.6","650370","","","","0"
"2016","Ontario","2016A000235","Household outlays","Dollars","81","millions","6","v62790764","7.6","672285","","","","0"
"2017","Ontario","2016A000235","Household outlays","Dollars","81","millions","6","v62790764","7.6","704833","","","","0"
"2018","Ontario","2016A000235","Household outlays","Dollars","81","millions","6","v62790764","7.6","742179","","","","0"
"2019","Ontario","2016A000235","Household outlays","Dollars","81","millions","6","v62790764","7.6","772948","","","","0"
"2020","Ontario","2016A000235","Household outlays","Dollars","81","millions","6","v62790764","7.6","737261","","","","0"
"2021","Ontario","2016A000235","Household outlays","Dollars","81","millions","6","v62790764","7.6","797843","","","","0"
"2022","Ontario","2016A000235","Household outlays","Dollars","81","millions","6","v62790764","7.6","899257","","","","0"
"2023","Ontario","2016A000235","Household outlays","Dollars","81","millions","6","v62790764","7.6","976103","","","","0"
"2024","Ontario","2016A000235","Household outlays","Dollars","81","millions","6","v62790764","7.6","1033709","","","","0"
"2015","Ontario","2016A000235","Property income paid","Dollars","81","millions","6","v62790765","7.7","23406","","","","0"
"2016","Ontario","2016A000235","Property income paid","Dollars","81","millions","6","v62790765","7.7","23739","","","","0"
"2017","Ontario","2016A000235","Property income paid","Dollars","81","millions","6","v62790765","7.7","25721","","","","0"
"2018","Ontario","2016A000235","Property income paid","Dollars","81","millions","6","v62790765","7.7","30259","","","","0"
"2019","Ontario","2016A000235","Property income paid","Dollars","81","millions","6","v62790765","7.7","35130","","","","0"
"2020","Ontario","2016A000235","Property income paid","Dollars","81","millions","6","v62790765","7.7","32961","","","","0"
"2021","Ontario","2016A000235","Property income paid","Dollars","81","millions","6","v62790765","7.7","30962","","","","0"
"2022","Ontario","2016A000235","Property income paid","Dollars","81","millions","6","v62790765","7.7","39700","","","","0"
"2023","Ontario","2016A000235","Property income paid","Dollars","81","millions","6","v62790765","7.7","62641","","","","0"
"2024","Ontario","2016A000235","Property income paid","Dollars","81","millions","6","v62790765","7.7","69830","","","","0"
"2015","Ontario","2016A000235","Current transfers paid","Dollars","81","millions","6","v62790766","7.8","191638","","","","0"
"2016","Ontario","2016A000235","Current transfers paid","Dollars","81","millions","6","v62790766","7.8","197629","","","","0"
"2017","Ontario","2016A000235","Current transfers paid","Dollars","81","millions","6","v62790766","7.8","204536","","","","0"
"2018","Ontario","2016A000235","Current transfers paid","Dollars","81","millions","6","v62790766","7.8","214830","","","","0"
"2019","Ontario","2016A000235","Current transfers paid","Dollars","81","millions","6","v62790766","7.8","223342","","","","0"
"2020","Ontario","2016A000235","Current transfers paid","Dollars","81","millions","6","v62790766","7.8","228377","","","","0"
"2021","Ontario","2016A000235","Current transfers paid","Dollars","81","millions","6","v62790766","7.8","252236","","","","0"
"2022","Ontario","2016A000235","Current transfers paid","Dollars","81","millions","6","v62790766","7.8","264284","","","","0"
"2023","Ontario","2016A000235","Current transfers paid","Dollars","81","millions","6","v62790766","7.8","283978","","","","0"
"2024","Ontario","2016A000235","Current transfers paid","Dollars","81","millions","6","v62790766","7.8","305371","","","","0"
"2015","Ontario","2016A000235","Household final consumption expenditure","Dollars","81","millions","6","v62790767","7.9","435326","","","","0"
"2016","Ontario","2016A000235","Household final consumption expenditure","Dollars","81","millions","6","v62790767","7.9","450917","","","","0"
"2017","Ontario","2016A000235","Household final consumption expenditure","Dollars","81","millions","6","v62790767","7.9","474576","","","","0"
"2018","Ontario","2016A000235","Household final consumption expenditure","Dollars","81","millions","6","v62790767","7.9","497090","","","","0"
"2019","Ontario","2016A000235","Household final consumption expenditure","Dollars","81","millions","6","v62790767","7.9","514476","","","","0"
"2020","Ontario","2016A000235","Household final consumption expenditure","Dollars","81","millions","6","v62790767","7.9","475923","","","","0"
"2021","Ontario","2016A000235","Household final consumption expenditure","Dollars","81","millions","6","v62790767","7.9","514645","","","","0"
"2022","Ontario","2016A000235","Household final consumption expenditure","Dollars","81","millions","6","v62790767","7.9","595273","","","","0"
"2023","Ontario","2016A000235","Household final consumption expenditure","Dollars","81","millions","6","v62790767","7.9","629484","","","","0"
"2024","Ontario","2016A000235","Household final consumption expenditure","Dollars","81","millions","6","v62790767","7.9","658508","","","","0"
"2015","Ontario","2016A000235","Interest paid","Dollars","81","millions","6","v62790768","7.10","32256","","","","0"
"2016","Ontario","2016A000235","Interest paid","Dollars","81","millions","6","v62790768","7.10","32879","","","","0"
"2017","Ontario","2016A000235","Interest paid","Dollars","81","millions","6","v62790768","7.10","35113","","","","0"
"2018","Ontario","2016A000235","Interest paid","Dollars","81","millions","6","v62790768","7.10","40045","","","","0"
"2019","Ontario","2016A000235","Interest paid","Dollars","81","millions","6","v62790768","7.10","45026","","","","0"
"2020","Ontario","2016A000235","Interest paid","Dollars","81","millions","6","v62790768","7.10","43391","","","","0"
"2021","Ontario","2016A000235","Interest paid","Dollars","81","millions","6","v62790768","7.10","42040","","","","0"
"2022","Ontario","2016A000235","Interest paid","Dollars","81","millions","6","v62790768","7.10","51642","","","","0"
"2023","Ontario","2016A000235","Interest paid","Dollars","81","millions","6","v62790768","7.10","74284","","","","0"
"2024","Ontario","2016A000235","Interest paid","Dollars","81","millions","6","v62790768","7.10","81742","","","","0"
"2015","Ontario","2016A000235","Mortgage interest paid","Dollars","81","millions","6","v62790769","7.11","16868","","","","0"
"2016","Ontario","2016A000235","Mortgage interest paid","Dollars","81","millions","6","v62790769","7.11","16947","","","","0"
"2017","Ontario","2016A000235","Mortgage interest paid","Dollars","81","millions","6","v62790769","7.11","17916","","","","0"
"2018","Ontario","2016A000235","Mortgage interest paid","Dollars","81","millions","6","v62790769","7.11","20729","","","","0"
"2019","Ontario","2016A000235","Mortgage interest paid","Dollars","81","millions","6","v62790769","7.11","24012","","","","0"
"2020","Ontario","2016A000235","Mortgage interest paid","Dollars","81","millions","6","v62790769","7.11","23957","","","","0"
"2021","Ontario","2016A000235","Mortgage interest paid","Dollars","81","millions","6","v62790769","7.11","23795","","","","0"
"2022","Ontario","2016A000235","Mortgage interest paid","Dollars","81","millions","6","v62790769","7.11","30083","","","","0"
"2023","Ontario","2016A000235","Mortgage interest paid","Dollars","81","millions","6","v62790769","7.11","45333","","","","0"
"2024","Ontario","2016A000235","Mortgage interest paid","Dollars","81","millions","6","v62790769","7.11","49684","","","","0"
"2015","Ontario","2016A000235","Non-mortgage interest paid","Dollars","81","millions","6","v62790770","7.12","15388","","","","0"
"2016","Ontario","2016A000235","Non-mortgage interest paid","Dollars","81","millions","6","v62790770","7.12","15932","","","","0"
"2017","Ontario","2016A000235","Non-mortgage interest paid","Dollars","81","millions","6","v62790770","7.12","17197","","","","0"
"2018","Ontario","2016A000235","Non-mortgage interest paid","Dollars","81","millions","6","v62790770","7.12","19316","","","","0"
"2019","Ontario","2016A000235","Non-mortgage interest paid","Dollars","81","millions","6","v62790770","7.12","21014","","","","0"
"2020","Ontario","2016A000235","Non-mortgage interest paid","Dollars","81","millions","6","v62790770","7.12","19434","","","","0"
"2021","Ontario","2016A000235","Non-mortgage interest paid","Dollars","81","millions","6","v62790770","7.12","18245","","","","0"
"2022","Ontario","2016A000235","Non-mortgage interest paid","Dollars","81","millions","6","v62790770","7.12","21559","","","","0"
"2023","Ontario","2016A000235","Non-mortgage interest paid","Dollars","81","millions","6","v62790770","7.12","28951","","","","0"
"2024","Ontario","2016A000235","Non-mortgage interest paid","Dollars","81","millions","6","v62790770","7.12","32058","","","","0"
"2015","Ontario","2016A000235","Divided by: household disposable income","Dollars","81","millions","6","v62790771","7.13","462113","","","","0"
"2016","Ontario","2016A000235","Divided by: household disposable income","Dollars","81","millions","6","v62790771","7.13","470680","","","","0"
"2017","Ontario","2016A000235","Divided by: household disposable income","Dollars","81","millions","6","v62790771","7.13","492956","","","","0"
"2018","Ontario","2016A000235","Divided by: household disposable income","Dollars","81","millions","6","v62790771","7.13","518015","","","","0"
"2019","Ontario","2016A000235","Divided by: household disposable income","Dollars","81","millions","6","v62790771","7.13","544297","","","","0"
"2020","Ontario","2016A000235","Divided by: household disposable income","Dollars","81","millions","6","v62790771","7.13","586561","","","","0"
"2021","Ontario","2016A000235","Divided by: household disposable income","Dollars","81","millions","6","v62790771","7.13","600033","","","","0"
"2022","Ontario","2016A000235","Divided by: household disposable income","Dollars","81","millions","6","v62790771","7.13","633979","","","","0"
"2023","Ontario","2016A000235","Divided by: household disposable income","Dollars","81","millions","6","v62790771","7.13","693429","","","","0"
"2024","Ontario","2016A000235","Divided by: household disposable income","Dollars","81","millions","6","v62790771","7.13","752163","","","","0"
"2015","Ontario","2016A000235","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790772","7.14","6.98","","","","2"
"2016","Ontario","2016A000235","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790772","7.14","6.99","","","","2"
"2017","Ontario","2016A000235","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790772","7.14","7.12","","","","2"
"2018","Ontario","2016A000235","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790772","7.14","7.73","","","","2"
"2019","Ontario","2016A000235","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790772","7.14","8.27","","","","2"
"2020","Ontario","2016A000235","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790772","7.14","7.40","","","","2"
"2021","Ontario","2016A000235","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790772","7.14","7.01","","","","2"
"2022","Ontario","2016A000235","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790772","7.14","8.15","","","","2"
"2023","Ontario","2016A000235","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790772","7.14","10.71","","","","2"
"2024","Ontario","2016A000235","Equals: debt service ratio, interest only","Ratio","272","units","0","v62790772","7.14","10.87","","","","2"
"2015","Manitoba","2016A000246","Household income","Dollars","81","millions","6","v62790773","8.1","55165","","","","0"
"2016","Manitoba","2016A000246","Household income","Dollars","81","millions","6","v62790773","8.1","55991","","","","0"
"2017","Manitoba","2016A000246","Household income","Dollars","81","millions","6","v62790773","8.1","58652","","","","0"
"2018","Manitoba","2016A000246","Household income","Dollars","81","millions","6","v62790773","8.1","60040","","","","0"
"2019","Manitoba","2016A000246","Household income","Dollars","81","millions","6","v62790773","8.1","61797","","","","0"
"2020","Manitoba","2016A000246","Household income","Dollars","81","millions","6","v62790773","8.1","65524","","","","0"
"2021","Manitoba","2016A000246","Household income","Dollars","81","millions","6","v62790773","8.1","68012","","","","0"
"2022","Manitoba","2016A000246","Household income","Dollars","81","millions","6","v62790773","8.1","70847","","","","0"
"2023","Manitoba","2016A000246","Household income","Dollars","81","millions","6","v62790773","8.1","77533","","","","0"
"2024","Manitoba","2016A000246","Household income","Dollars","81","millions","6","v62790773","8.1","82246","","","","0"
"2015","Manitoba","2016A000246","Compensation of employees","Dollars","81","millions","6","v62790774","8.2","32892","","","","0"
"2016","Manitoba","2016A000246","Compensation of employees","Dollars","81","millions","6","v62790774","8.2","32989","","","","0"
"2017","Manitoba","2016A000246","Compensation of employees","Dollars","81","millions","6","v62790774","8.2","34343","","","","0"
"2018","Manitoba","2016A000246","Compensation of employees","Dollars","81","millions","6","v62790774","8.2","35281","","","","0"
